地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
1966/03/05,23:44,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/03/05,23:30,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/03/05,22:12,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/03/05,20:57,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/03/05,20:33,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/03/05,20:33,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/03/05,18:29,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/03/05,16:59,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/03/05,16:13,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/03/05,15:59,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/03/05,15:04,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/03/05,14:07,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/03/05,13:48:44.1,十勝地方中部,42°44.0′N,143°25.1′E,99 km,4.7,震度２
1966/03/05,13:42,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/03/05,13:23,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/03/05,13:19,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/03/05,12:56,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/03/05,12:22,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/03/05,12:02,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/03/05,11:37,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/03/05,11:37,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/03/05,11:37,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/03/05,11:23:06.8,長野県中部,36°30.2′N,138°17.4′E,5 km,不明,震度２
1966/03/05,11:20,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/03/05,11:09,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/03/05,10:50,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/03/05,10:49,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度２
1966/03/05,10:26,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/03/05,09:44,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/03/05,09:34,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/03/05,09:34,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/03/05,09:22,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/03/05,08:52,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/03/05,08:48,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/03/05,08:20,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/03/05,07:54,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/03/05,07:10,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度２
1966/03/05,06:53,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/03/05,06:23,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/03/05,06:17:49.0,長野県北部,36°34.6′N,138°15.1′E,0 km,不明,震度１
1966/03/05,04:53,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/03/05,04:17:12.3,香川県西部,34°18.2′N,133°51.1′E,19 km,3.1,震度１
1966/03/05,04:08,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/03/05,03:36:23.9,長野県北部,36°33.6′N,138°17.4′E,0 km,不明,震度２
1966/03/05,03:32,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/03/05,03:30,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/03/05,02:52,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/03/05,02:44,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/03/05,02:36,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/03/05,02:33,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/03/05,02:04,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/03/05,01:55,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/03/05,01:53,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/03/05,01:35,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/03/05,01:21,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度２
1966/03/05,00:18,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/03/05,00:03,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
