地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
1935/12/29,04:28:10.1,サハリン南部付近,48°43.5′N,141°59.0′E,532 km,5.9,震度１
1935/12/28,13:08:14.4,福島県沖,37°33.7′N,141°42.2′E,74 km,5.0,震度１
1935/12/25,11:39:36.6,福島県沖,37°16.1′N,141°40.4′E,70 km,4.4,震度２
1935/12/24,16:44:47.9,和歌山県北部,34°05.3′N,135°09.3′E,16 km,3.0,震度１
1935/12/24,06:25,詳細不明,34°14.0′N,135°10.0′E,0 km,不明,震度１
1935/12/23,21:04:07.1,茨城県南部,36°10.2′N,140°10.2′E,54 km,3.6,震度２
1935/12/23,20:27:02.9,埼玉県秩父地方,36°06.4′N,139°05.8′E,143 km,不明,震度１
1935/12/23,09:29:16.0,愛知県西部,35°06.2′N,137°17.1′E,41 km,4.4,震度１
1935/12/23,04:11:43.4,三重県北部,34°54.8′N,136°36.8′E,10 km,3.0,震度１
1935/12/22,19:54:20.8,十勝沖,41°22.5′N,143°31.7′E,19 km,5.2,震度１
1935/12/22,02:23,詳細不明,34°14.0′N,135°10.0′E,0 km,不明,震度１
1935/12/21,15:17:02.8,三重県北部,35°00.9′N,136°30.2′E,15 km,3.8,震度３
1935/12/21,09:34:02.8,和歌山県北部,33°55.9′N,135°10.9′E,14 km,3.3,震度１
1935/12/21,09:16:01.2,瀬戸内海中部,34°05.5′N,133°10.2′E,14 km,4.2,震度２
1935/12/20,20:30:02.8,八丈島東方沖,33°36.6′N,140°36.4′E,64 km,4.3,震度２
1935/12/20,14:46:35.4,茨城県沖,36°38.0′N,141°32.2′E,43 km,5.4,震度３
1935/12/20,08:51:35.7,三重県北部,35°02.5′N,136°26.8′E,11 km,3.2,震度１
1935/12/19,14:26:29.1,福島県沖,37°28.6′N,142°28.2′E,40 km,5.2,震度２
1935/12/19,09:00,詳細不明,34°14.0′N,135°10.0′E,0 km,不明,震度１
1935/12/18,23:35,詳細不明,33°39.0′N,130°42.0′E,0 km,不明,震度２
1935/12/18,21:27:05.6,福島県沖,37°06.4′N,141°43.3′E,28 km,4.0,震度１
1935/12/18,14:32:55.7,岩手県沖,40°10.3′N,142°26.2′E,24 km,4.6,震度１
1935/12/18,07:34:02.8,石垣島南方沖,22°41.7′N,125°11.2′E,37 km,5.3,震度１
1935/12/18,04:17:35.8,石垣島近海,23°16.4′N,125°37.0′E,0 km,6.9,震度３
1935/12/16,15:35:19.3,宮城県沖,38°41.4′N,142°15.3′E,43 km,4.4,震度１
1935/12/16,10:32:53.6,宮城県沖,38°19.8′N,141°44.6′E,48 km,3.9,震度１
