地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
2024/12/04,00:06:33.7,大隅半島東方沖,31°13.0′N,131°34.0′E,32 km,1.2,---
2024/12/04,00:07:12.5,滋賀県北部,35°19.0′N,135°54.0′E,13 km,0.2,---
2024/12/04,00:08:09.4,岩手県内陸北部,40°10.0′N,141°11.0′E,11 km,0.4,---
2024/12/04,00:12:23.9,栃木県南部,36°36.0′N,139°34.0′E,7 km,0.6,---
2024/12/04,00:14:21.3,青森県東方沖,41°7.0′N,142°31.0′E,47 km,2.5,---
2024/12/04,00:18:56.4,千葉県東方沖,35°42.0′N,140°42.0′E,51 km,0.8,---
2024/12/04,00:21:18.6,熊本県熊本地方,32°42.0′N,130°38.0′E,12 km,0.4,---
2024/12/04,00:21:52.7,栃木県北部,36°39.0′N,139°27.0′E,10 km,0.3,---
2024/12/04,00:24:16.2,青森県西方沖,40°29.0′N,139°9.0′E,4 km,1.7,---
2024/12/04,00:24:48.1,石川県西方沖,37°0.0′N,136°25.0′E,8 km,1.5,---
2024/12/04,00:27:11.0,石川県西方沖,36°59.0′N,136°24.0′E,9 km,1.1,---
2024/12/04,00:27:19.7,栃木県北部,36°39.0′N,139°28.0′E,9 km,0.4,---
2024/12/04,00:28:06.1,石川県能登地方,37°30.0′N,137°18.0′E,12 km,1.5,---
2024/12/04,00:28:08.6,石川県西方沖,36°58.0′N,136°24.0′E,9 km,1.5,---
2024/12/04,00:29:03.1,静岡県中部,34°57.0′N,138°23.0′E,26 km,-10.1,---
2024/12/04,00:29:28.9,石川県西方沖,36°57.0′N,136°25.0′E,11 km,1.1,---
2024/12/04,00:31:10.5,福島県沖,37°11.0′N,142°11.0′E,18 km,1,---
2024/12/04,00:31:54.6,鹿児島県薩摩地方,31°54.0′N,130°55.0′E,25 km,0.6,---
2024/12/04,00:32:45.3,岩手県内陸北部,39°53.0′N,141°5.0′E,34 km,0.5,---
2024/12/04,00:34:08.7,栃木県北部,36°38.0′N,139°23.0′E,8 km,0.3,---
2024/12/04,00:40:29.9,石川県西方沖,37°3.0′N,136°23.0′E,12 km,3.8,---
2024/12/04,00:41:49.3,石川県西方沖,37°3.0′N,136°23.0′E,10 km,3.1,---
2024/12/04,00:44:39.7,能登半島沖,37°33.0′N,137°22.0′E,12 km,0.9,---
2024/12/04,00:45:02.3,和歌山県南方沖,33°28.0′N,135°50.0′E,26 km,0.6,---
2024/12/04,00:45:04.1,能登半島沖,37°32.0′N,137°12.0′E,12 km,1.6,---
2024/12/04,00:48:03.2,石川県西方沖,36°59.0′N,136°24.0′E,7 km,1.5,---
2024/12/04,00:48:11.4,能登半島沖,37°32.0′N,137°12.0′E,12 km,0.9,---
2024/12/04,00:49:47.8,福島県中通り,36°53.0′N,140°34.0′E,8 km,-10.1,---
2024/12/04,00:52:32.6,徳島県南部,33°53.0′N,134°31.0′E,6 km,0.4,---
2024/12/04,00:54:42.3,茨城県沖,36°29.0′N,141°40.0′E,22 km,1.6,---
2024/12/04,00:58:09.4,長野県南部,35°53.0′N,137°42.0′E,8 km,0.1,---
2024/12/04,00:59:01.5,石川県西方沖,37°4.0′N,136°26.0′E,10 km,3.7,---
2024/12/04,01:05:22.1,静岡県西部,34°52.0′N,137°57.0′E,19 km,0.7,---
