地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
1960/12/31,14:18:13.7,山梨県東部・富士五湖,35°32.1′N,138°52.8′E,23 km,3.5,震度２
1960/12/31,04:09:21.4,日向灘,31°50.4′N,131°42.0′E,31 km,4.6,震度２
1960/12/31,03:25:08.4,愛知県西部,35°03.6′N,137°04.7′E,45 km,不明,震度２
1960/12/30,23:29:51.7,浦河沖,41°51.2′N,143°03.2′E,43 km,不明,震度２
1960/12/30,18:45:37.5,栃木県北部,37°03.5′N,140°06.6′E,105 km,4.2,震度１
1960/12/28,20:37,詳細不明,28°23.0′N,129°30.0′E,0 km,不明,震度３
1960/12/27,22:53,詳細不明,24°47.0′N,125°17.0′E,0 km,不明,震度２
1960/12/27,18:00:59.5,熊本県熊本地方,32°58.3′N,130°37.8′E,12 km,不明,震度１
1960/12/27,14:17:58.6,千葉県東方沖,35°15.7′N,140°57.0′E,10 km,4.1,震度１
1960/12/26,10:44:47.7,三重県南部,34°10.1′N,136°08.9′E,39 km,6.0,震度４
1960/12/26,07:47:43.8,千葉県南部,34°54.9′N,139°53.9′E,48 km,3.7,震度１
1960/12/25,01:35:13.6,福島県沖,37°05.9′N,141°08.5′E,51 km,4.0,震度１
1960/12/24,18:02:22.9,宮城県沖,38°04.2′N,141°06.2′E,10 km,4.2,震度２
1960/12/24,07:39:02.3,千葉県北西部,35°45.8′N,139°57.5′E,64 km,不明,震度１
1960/12/21,07:50:33.4,兵庫県南西部,34°52.2′N,134°48.6′E,9 km,不明,震度１
1960/12/20,15:04:29.7,石垣島北西沖,25°12.0′N,122°42.0′E,19 km,不明,震度１
1960/12/20,14:51,詳細不明,34°51.0′N,133°02.0′E,0 km,不明,震度１
1960/12/19,23:41,詳細不明,34°14.0′N,135°10.0′E,0 km,不明,震度１
1960/12/19,05:28:20.0,静岡県西部,35°09.9′N,137°57.1′E,7 km,不明,震度１
1960/12/18,16:35:52.4,茨城県沖,36°47.1′N,140°54.2′E,87 km,4.8,震度３
1960/12/15,時分不明データ,不明,不明,不明,不明,震度２
1960/12/15,22:45,詳細不明,24°23.0′N,123°45.0′E,0 km,不明,震度１
1960/12/15,19:14:55.0,愛知県西部,35°10.0′N,137°28.8′E,39 km,4.2,震度２
1960/12/14,20:32:56.2,和歌山県北部,34°10.6′N,135°11.1′E,6 km,不明,震度２
1960/12/14,17:46,詳細不明,24°23.0′N,123°45.0′E,0 km,不明,震度１
1960/12/13,02:17,詳細不明,24°23.0′N,123°45.0′E,0 km,不明,震度１
1960/12/13,01:56,詳細不明,24°23.0′N,123°45.0′E,0 km,不明,震度１
1960/12/12,22:55,詳細不明,32°44.0′N,129°52.0′E,0 km,不明,震度２
1960/12/12,16:50,詳細不明,36°57.0′N,140°54.0′E,0 km,不明,震度１
1960/12/11,11:38:50.7,瀬戸内海中部,34°16.1′N,133°43.6′E,13 km,不明,震度２
1960/12/10,19:30:32.4,青森県東方沖,40°49.8′N,141°27.7′E,94 km,3.6,震度１
1960/12/10,17:01:55.9,青森県東方沖,40°35.0′N,142°12.0′E,67 km,3.8,震度１
1960/12/10,15:03:35.4,青森県東方沖,40°31.3′N,142°17.9′E,63 km,4.2,震度１
1960/12/10,14:22,詳細不明,34°51.0′N,133°02.0′E,0 km,不明,震度２
1960/12/09,16:05:46.1,青森県東方沖,41°08.4′N,142°29.1′E,55 km,4.6,震度２
1960/12/09,09:47:23.5,岩手県内陸南部,39°30.8′N,141°03.5′E,15 km,3.4,震度２
1960/12/08,12:46,詳細不明,31°34.0′N,131°25.0′E,0 km,不明,震度２
1960/12/07,12:40:19.4,茨城県沖,36°25.3′N,140°40.8′E,51 km,4.2,震度２
1960/12/07,12:06:45.0,青森県三八上北地方,40°50.4′N,141°24.8′E,81 km,4.1,震度２
1960/12/06,23:17:21.1,国後島付近,43°32.3′N,145°50.1′E,44 km,不明,震度１
1960/12/06,18:58,詳細不明,34°51.0′N,133°02.0′E,0 km,不明,震度１
1960/12/05,03:18,詳細不明,34°14.0′N,135°10.0′E,0 km,不明,震度１
1960/12/04,13:14,詳細不明,24°23.0′N,123°45.0′E,0 km,不明,震度２
1960/12/04,06:01:02.7,岩手県内陸北部,39°34.4′N,141°04.6′E,24 km,3.2,震度１
1960/11/30,08:43,詳細不明,34°14.0′N,135°10.0′E,0 km,不明,震度２
1960/11/30,04:05:39.2,日高地方東部,42°07.4′N,143°04.9′E,72 km,不明,震度１
1960/11/29,23:07:01.3,沖縄本島近海,26°27.5′N,126°37.3′E,113 km,5.2,震度３
1960/11/28,19:31,詳細不明,34°12.0′N,129°18.0′E,0 km,不明,震度１
1960/11/28,00:17:17.9,十勝地方中部,42°42.9′N,143°30.9′E,98 km,5.5,震度３
1960/11/26,18:53:01.5,愛媛県南予,33°32.7′N,132°52.0′E,38 km,不明,震度１
1960/11/26,16:37:00.4,茨城県沖,36°42.2′N,141°05.8′E,50 km,5.3,震度２
1960/11/26,06:54:12.4,宮城県南部,38°07.0′N,140°53.8′E,93 km,5.9,震度４
1960/11/25,15:52,詳細不明,24°23.0′N,123°45.0′E,0 km,不明,震度２
1960/11/23,13:44,詳細不明,42°18.0′N,143°19.0′E,0 km,不明,震度１
1960/11/23,04:22,詳細不明,24°23.0′N,123°45.0′E,0 km,不明,震度２
1960/11/22,03:00:00.9,十勝地方中部,42°47.8′N,143°03.0′E,127 km,4.1,震度１
1960/11/21,20:23,詳細不明,42°18.0′N,143°19.0′E,0 km,不明,震度１
1960/11/21,17:48:52.4,岩手県沿岸北部,39°41.9′N,141°57.4′E,45 km,4.0,震度１
1960/11/21,02:24:17.9,青森県東方沖,40°51.6′N,141°25.8′E,66 km,3.9,震度１
1960/11/20,03:44:45.6,岐阜県美濃東部,35°20.2′N,137°21.0′E,44 km,3.8,震度２
1960/11/19,14:17:02.9,茨城県南部,36°06.6′N,139°54.0′E,49 km,4.0,震度２
1960/11/18,08:56:22.9,三陸沖,39°54.1′N,143°06.3′E,6 km,4.6,震度１
1960/11/18,05:39,詳細不明,42°18.0′N,143°19.0′E,0 km,不明,震度１
1960/11/18,04:01,詳細不明,34°14.0′N,135°10.0′E,0 km,不明,震度１
1960/11/14,23:28,詳細不明,34°14.0′N,135°10.0′E,0 km,不明,震度１
1960/11/14,13:33,詳細不明,36°24.0′N,139°20.0′E,0 km,不明,震度１
1960/11/14,13:31:26.5,紀伊水道,34°09.9′N,135°10.6′E,0 km,不明,震度３
1960/11/14,11:08:20.1,紀伊水道,34°10.2′N,135°05.5′E,0 km,3.3,震度２
1960/11/14,07:47:45.1,紀伊水道,34°10.2′N,135°02.0′E,0 km,不明,震度２
1960/11/14,06:03,詳細不明,40°31.0′N,141°32.0′E,0 km,不明,震度１
1960/11/13,21:11:13.1,茨城県沖,36°14.3′N,140°58.0′E,37 km,4.0,震度１
1960/11/11,19:41:22.3,八丈島東方沖,33°45.1′N,140°49.5′E,11 km,4.1,震度１
1960/11/10,19:50,詳細不明,28°23.0′N,129°30.0′E,0 km,不明,震度３
1960/11/10,05:38:47.5,群馬県南部,36°26.0′N,139°16.6′E,24 km,不明,震度１
1960/11/09,22:06:07.5,茨城県北部,36°28.3′N,140°36.0′E,50 km,3.4,震度２
1960/11/09,10:40,詳細不明,28°23.0′N,129°30.0′E,0 km,不明,震度３
1960/11/09,10:08,詳細不明,43°20.0′N,145°35.0′E,0 km,不明,震度１
1960/11/07,22:23:11.1,日向灘,32°19.9′N,132°08.9′E,35 km,5.6,震度３
1960/11/07,12:40:14.8,青森県東方沖,41°09.5′N,142°09.3′E,44 km,4.1,震度１
1960/11/06,04:07,詳細不明,34°14.0′N,135°10.0′E,0 km,不明,震度１
1960/11/06,03:20,詳細不明,34°14.0′N,135°10.0′E,0 km,不明,震度１
1960/11/05,12:15:59.4,茨城県南部,36°03.3′N,139°53.5′E,50 km,不明,震度１
1960/11/05,09:51:32.1,種子島南東沖,30°21.6′N,131°37.6′E,25 km,不明,震度１
1960/11/05,00:10,詳細不明,34°14.0′N,135°10.0′E,0 km,不明,震度１
1960/11/04,19:43,詳細不明,28°23.0′N,129°30.0′E,0 km,不明,震度１
1960/11/04,12:29:40.3,静岡県西部,34°42.5′N,138°04.0′E,41 km,4.0,震度２
1960/11/02,14:44:49.8,静岡県伊豆地方,35°09.5′N,139°01.1′E,9 km,4.5,震度３
1960/10/30,08:02:04.1,京都府南部,35°05.2′N,135°44.9′E,13 km,不明,震度１
1960/10/30,06:28,詳細不明,34°58.0′N,138°24.0′E,0 km,不明,震度１
1960/10/29,17:30:16.3,茨城県沖,36°21.3′N,141°01.7′E,47 km,4.1,震度２
1960/10/29,16:59:03.1,浦河沖,42°00.5′N,142°48.3′E,52 km,4.1,震度１
1960/10/29,08:27,詳細不明,31°55.0′N,131°25.0′E,0 km,不明,震度１
1960/10/29,07:29:21.7,千葉県南東沖,34°46.3′N,141°13.9′E,3 km,5.9,震度１
1960/10/28,02:05,詳細不明,28°23.0′N,129°30.0′E,0 km,不明,震度１
1960/10/27,12:27:08.9,和歌山県北部,33°57.5′N,135°12.1′E,4 km,4.1,震度２
1960/10/26,03:27:07.2,浦河沖,41°59.3′N,142°20.4′E,53 km,4.2,震度２
1960/10/25,20:07:52.6,渡島地方西部,41°26.0′N,140°07.5′E,10 km,4.4,震度１
1960/10/25,00:01:23.1,宮城県沖,38°13.6′N,141°27.9′E,79 km,3.7,震度１
1960/10/24,09:50:34.7,茨城県南部,36°05.3′N,139°59.6′E,67 km,3.5,震度１
1960/10/24,08:10,詳細不明,42°18.0′N,143°19.0′E,0 km,不明,震度１
1960/10/23,05:05,詳細不明,24°23.0′N,123°45.0′E,0 km,不明,震度２
1960/10/23,04:56:01.5,茨城県沖,36°18.4′N,141°53.2′E,33 km,4.8,震度１
1960/10/23,04:50,詳細不明,24°23.0′N,123°45.0′E,0 km,不明,震度１
1960/10/22,18:45:37.0,山梨県東部・富士五湖,35°25.6′N,138°49.8′E,30 km,不明,震度１
1960/10/20,20:54,詳細不明,32°12.0′N,130°02.0′E,0 km,不明,震度２
1960/10/20,00:29:39.2,千葉県北東部,35°52.8′N,140°36.7′E,34 km,3.6,震度１
1960/10/19,11:27:58.0,茨城県南部,36°02.8′N,140°27.8′E,59 km,4.1,震度２
1960/10/18,09:20:55.7,茨城県沖,36°02.9′N,141°18.8′E,3 km,4.1,震度１
1960/10/18,03:38:00.5,千葉県北西部,35°38.6′N,139°55.4′E,9 km,2.7,震度１
1960/10/16,22:12:28.2,紀伊水道,33°51.0′N,134°42.4′E,44 km,不明,震度１
1960/10/16,15:31:14.2,岩手県沖,40°08.6′N,142°22.6′E,23 km,5.0,震度１
1960/10/15,20:30:05.7,石垣島近海,23°06.0′N,123°30.0′E,110 km,不明,震度１
1960/10/15,18:58,詳細不明,42°10.0′N,142°47.0′E,0 km,不明,震度１
1960/10/15,00:26:18.0,大隅半島東方沖,31°05.4′N,131°31.8′E,15 km,5.0,震度２
1960/10/13,21:55:17.2,伊予灘,33°34.6′N,132°20.0′E,32 km,4.2,震度２
1960/10/13,17:26,詳細不明,24°23.0′N,123°45.0′E,0 km,不明,震度１
1960/10/13,16:11,詳細不明,34°51.0′N,133°02.0′E,0 km,不明,震度１
1960/10/12,19:44:21.3,三河湾,34°45.3′N,137°13.1′E,10 km,不明,震度２
1960/10/12,09:22:04.5,青森県東方沖,40°49.9′N,141°26.0′E,79 km,4.9,震度２
1960/10/11,16:19:03.4,茨城県沖,36°40.4′N,140°58.6′E,42 km,4.1,震度１
1960/10/10,06:41:29.1,青森県三八上北地方,40°49.6′N,141°23.9′E,79 km,3.7,震度１
1960/10/10,02:57:42.0,青森県東方沖,40°49.7′N,141°27.5′E,87 km,4.5,震度２
1960/10/09,22:11:16.9,青森県東方沖,40°52.0′N,141°37.9′E,81 km,3.9,震度１
1960/10/09,21:56:26.1,青森県三八上北地方,40°45.4′N,141°13.9′E,79 km,不明,震度１
1960/10/09,18時,分不明データ,不明,不明,不明,不明,震度１
1960/10/09,18:06:38.0,青森県三八上北地方,40°46.3′N,141°08.8′E,85 km,不明,震度２
1960/10/09,18:00:41.1,青森県東方沖,40°46.4′N,141°25.3′E,70 km,6.6,震度４
1960/10/09,07:03,詳細不明,42°18.0′N,143°19.0′E,0 km,不明,震度１
1960/10/08,14:53:05.2,朝鮮半島北部,40°11.3′N,129°55.8′E,613 km,6.8,震度２
1960/10/08,02:57:48.6,釧路沖,42°17.3′N,145°24.1′E,24 km,不明,震度１
