地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
1966/01/02,23:51,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/01/02,23:36,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/01/02,23:07,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/01/02,22:58,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度２
1966/01/02,22:34:56.5,浦河沖,42°01.7′N,143°08.4′E,57 km,不明,震度１
1966/01/02,22:02,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/01/02,21:28,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/01/02,21:24,詳細不明,42°37.0′N,141°33.0′E,0 km,不明,震度１
1966/01/02,21:18,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/01/02,21:07,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/01/02,20:50,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/01/02,20:38,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/01/02,20:14:38.5,長野県北部,36°35.1′N,138°12.0′E,0 km,不明,震度１
1966/01/02,20:06:18.1,茨城県北部,36°26.3′N,140°33.6′E,63 km,3.9,震度１
1966/01/02,19:57,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/01/02,19:50,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/01/02,19:46,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/01/02,19:41,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/01/02,19:09,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/01/02,19:03,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度２
1966/01/02,19:01,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/01/02,18:59,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/01/02,18:38,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/01/02,18:29,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/01/02,17:49:43.3,長野県北部,36°33.8′N,138°11.4′E,0 km,不明,震度２
1966/01/02,17:21,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/01/02,17:16,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/01/02,15:06,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度２
1966/01/02,14:55,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/01/02,14:22:42.5,長野県北部,36°34.4′N,138°14.8′E,4 km,不明,震度１
1966/01/02,14:00,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/01/02,13:56,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/01/02,13:54,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/01/02,13:49:52.1,長野県北部,36°34.6′N,138°12.1′E,2 km,不明,震度１
1966/01/02,13:34,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/01/02,13:33,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/01/02,13:17,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/01/02,13:16,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/01/02,13:12,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/01/02,13:06:01.2,長野県北部,36°33.9′N,138°13.4′E,6 km,不明,震度３
1966/01/02,12:11,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/01/02,11:40,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/01/02,11:39,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/01/02,11:38,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/01/02,11:13,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/01/02,11:08:45.6,長野県北部,36°33.4′N,138°15.4′E,5 km,不明,震度２
1966/01/02,11:05,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/01/02,10:59,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度２
1966/01/02,10:53,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度２
1966/01/02,10:52,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/01/02,10:32,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/01/02,10:30,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度２
1966/01/02,09:56,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/01/02,09:51,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/01/02,09:35,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/01/02,09:20,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/01/02,08:40,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/01/02,08:34,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/01/02,08:12,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/01/02,07:48,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/01/02,07:36,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/01/02,06:42,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/01/02,06:29,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/01/02,05:48,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/01/02,05:24,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/01/02,05:23:37.1,長野県北部,36°33.2′N,138°11.1′E,5 km,不明,震度３
1966/01/02,03:38,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/01/02,03:17,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/01/02,03:10,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/01/02,02:46,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/01/02,02:36,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/01/02,02:24,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/01/02,02:09,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/01/02,02:06:40.0,長野県北部,36°32.4′N,138°13.0′E,2 km,不明,震度２
1966/01/02,01:51,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/01/02,01:43,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/01/02,01:07,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
