地震の発生日時,震央地名,緯度,経度,深さ,Ｍ,最大震度
2025/03/26 00:00:24.9,熊本県天草・芦北地方,32.155,130.42666666666668,8,0,-
2025/03/26 00:01:10.3,三陸沖,39.75666666666667,143.04333333333332,20,0.9,-
2025/03/26 00:03:28.0,千葉県北東部,35.875,140.58666666666667,51,0.6,-
2025/03/26 00:03:29.8,長野県北部,36.95,138.51666666666668,10,1,-
2025/03/26 00:05:24.8,石垣島北西沖,25.475,122.45,264,3.6,-
2025/03/26 00:06:50.6,静岡県中部,34.97833333333333,138.11333333333334,15,0,-
2025/03/26 00:13:56.8,宮城県北部,38.946666666666665,140.87,9,1,-
2025/03/26 00:15:29.5,福島県沖,37.23,142.165,17,1,-
2025/03/26 00:15:41.0,福島県沖,36.985,141.15166666666667,55,0.7,-
2025/03/26 00:15:59.5,福島県中通り,37.405,140.86333333333334,85,0.5,-
2025/03/26 00:17:16.5,奄美大島北東沖,28.833333333333332,130.09,32,-1,-
2025/03/26 00:17:50.2,熊本県熊本地方,32.766666666666666,130.74166666666667,9,-10.3,-
2025/03/26 00:17:51.5,福井県嶺南,35.39833333333333,135.77166666666668,7,1.4,-
2025/03/26 00:25:46.8,上川地方北部,44.275,142.22,0,1.1,-
2025/03/26 00:31:01.5,石川県能登地方,37.26166666666666,136.88166666666666,14,0.7,-
2025/03/26 00:31:48.5,福島県沖,37.446666666666665,141.94833333333332,42,0.9,-
2025/03/26 00:33:39.8,岐阜県美濃中西部,35.596666666666664,136.51,13,-10.1,-
2025/03/26 00:33:48.7,岩手県内陸北部,40.23,141.14166666666668,8,0,-
2025/03/26 00:35:24.0,山口県北西沖,35.21666666666667,130.85833333333332,15,1.5,-
2025/03/26 00:35:36.9,福井県嶺南,35.39666666666667,135.77166666666668,7,0.4,-
2025/03/26 00:36:25.2,十勝地方南部,42.656666666666666,143.40333333333334,84,0.8,-
2025/03/26 00:37:26.1,茨城県沖,35.94,141.12833333333333,16,1.2,-
2025/03/26 00:37:50.0,奄美大島近海,28.033333333333335,129.29,29,-1,-
2025/03/26 00:39:55.4,福島県沖,37.82666666666667,141.605,49,1.1,-
2025/03/26 00:40:41.6,能登半島沖,37.54666666666667,137.20666666666668,11,0.9,-
2025/03/26 00:40:56.0,奄美大島近海,28.046666666666667,129.26,28,1.9,-
