地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
1942/12/30,14:58:26.0,静岡県中部,34°59.0′N,138°26.0′E,17 km,4.1,震度３
1942/12/28,11:41,詳細不明,42°10.0′N,142°47.0′E,0 km,不明,震度１
1942/12/28,10:52:02.3,宮城県北部,38°54.1′N,141°33.8′E,93 km,4.3,震度２
1942/12/27,17:32:07.5,茨城県南部,35°57.1′N,140°24.2′E,0 km,不明,震度１
1942/12/27,14:18:44.5,千葉県南東沖,34°41.4′N,140°23.0′E,80 km,4.8,震度２
1942/12/26,03:29:24.7,栃木県南部,36°15.6′N,139°46.0′E,42 km,不明,震度１
1942/12/24,06:50,詳細不明,40°31.0′N,141°32.0′E,0 km,不明,震度１
1942/12/23,05:16,詳細不明,34°14.0′N,135°10.0′E,0 km,不明,震度１
1942/12/22,06:23:54.9,沖縄本島近海,26°25.1′N,127°49.4′E,71 km,5.7,震度４
1942/12/22,03:37,詳細不明,39°39.0′N,141°58.0′E,0 km,不明,震度２
1942/12/21,21:59:27.8,オホーツク海南部,47°21.2′N,147°51.6′E,431 km,6.0,震度１
1942/12/21,20:12:24.3,静岡県東部,35°12.5′N,138°57.3′E,3 km,不明,震度２
1942/12/20,22:15:53.4,三宅島近海,33°35.0′N,139°33.3′E,40 km,不明,震度３
1942/12/20,12:56,詳細不明,34°14.0′N,135°10.0′E,0 km,不明,震度１
1942/12/20,05:40:48.9,伊予灘,33°41.5′N,131°42.6′E,1 km,4.1,震度２
1942/12/19,23:56,詳細不明,33°13.0′N,132°33.0′E,0 km,不明,震度１
1942/12/19,05:43:49.8,新潟県中越地方,37°22.6′N,138°50.6′E,4 km,3.9,震度１
1942/12/18,17:32:12,詳細不明,34°51.0′N,133°02.0′E,0 km,不明,震度３
1942/12/18,05:47:56.3,奄美大島北東沖,29°15.3′N,129°54.7′E,0 km,5.6,震度２
1942/12/15,15:48,詳細不明,37°06.0′N,138°15.0′E,0 km,不明,震度１
1942/12/15,15:17,詳細不明,35°01.0′N,135°44.0′E,0 km,不明,震度１
1942/12/15,13:19,詳細不明,35°10.0′N,136°58.0′E,0 km,不明,震度１
1942/12/15,10:56,詳細不明,36°40.0′N,138°12.0′E,0 km,不明,震度１
1942/12/15,04:11:10.6,茨城県南部,35°51.6′N,140°41.7′E,0 km,不明,震度１
1942/12/15,01:46:14.3,岩手県沖,40°17.0′N,142°02.5′E,0 km,不明,震度１
1942/12/14,14:29,詳細不明,27°05.0′N,142°12.0′E,0 km,不明,震度１
1942/12/14,05:53,詳細不明,34°14.0′N,135°10.0′E,0 km,不明,震度１
1942/12/13,04:16,詳細不明,32°44.0′N,130°16.0′E,0 km,不明,震度１
1942/12/12,11:33:18.5,岩手県沖,39°34.7′N,142°23.9′E,43 km,不明,震度１
1942/12/12,02:41:05.4,奄美大島北東沖,29°00.9′N,129°56.4′E,2 km,不明,震度１
1942/12/10,14:15,詳細不明,34°51.0′N,133°02.0′E,0 km,不明,震度３
1942/12/08,20:11,詳細不明,28°23.0′N,129°30.0′E,0 km,不明,震度１
1942/12/08,14:45,詳細不明,34°51.0′N,133°02.0′E,0 km,不明,震度３
1942/12/07,17:39:04.7,茨城県北部,36°27.4′N,140°36.9′E,51 km,3.7,震度２
1942/12/07,14:19,詳細不明,35°09.0′N,140°19.0′E,0 km,不明,震度１
1942/12/07,13:40:40.3,長野県北部,36°43.9′N,138°16.1′E,5 km,3.9,震度２
1942/12/06,09:50:17.9,茨城県北部,36°17.3′N,140°25.1′E,50 km,不明,震度１
1942/12/04,15:04:27.7,千葉県北西部,35°28.9′N,140°09.6′E,72 km,4.6,震度３
1942/12/04,14:59,詳細不明,35°59.0′N,139°05.0′E,0 km,不明,震度１
1942/12/04,10:19,詳細不明,28°23.0′N,129°30.0′E,0 km,不明,震度１
1942/12/01,12:30,詳細不明,33°41.0′N,135°21.0′E,0 km,不明,震度２
1942年11月,日時分不明データ,不明,不明,不明,不明,震度１
1942年11月,日時分不明データ,不明,不明,不明,不明,震度２
1942/11/30,02:17:23.3,福島県沖,36°59.9′N,141°36.1′E,40 km,4.0,震度１
1942/11/29,23:19,詳細不明,27°05.0′N,142°12.0′E,0 km,不明,震度１
1942/11/29,22:11,詳細不明,34°45.0′N,139°22.0′E,0 km,不明,震度２
1942/11/29,21:37,詳細不明,34°45.0′N,139°22.0′E,0 km,不明,震度２
1942/11/29,21:35,詳細不明,34°45.0′N,139°22.0′E,0 km,不明,震度１
1942/11/29,08:47:40.5,栃木県北部,37°06.8′N,139°58.1′E,12 km,4.1,震度１
1942/11/29,08:42,詳細不明,34°14.0′N,135°10.0′E,0 km,不明,震度１
1942/11/29,01:05,詳細不明,42°59.0′N,144°24.0′E,0 km,不明,震度１
1942/11/28,21:27,詳細不明,34°45.0′N,139°22.0′E,0 km,不明,震度１
1942/11/28,02:47,詳細不明,28°23.0′N,129°30.0′E,0 km,不明,震度１
1942/11/26,23:27:36.3,択捉島南東沖,43°40.6′N,150°06.8′E,10 km,6.7,震度３
1942/11/26,17:52,詳細不明,34°14.0′N,135°10.0′E,0 km,不明,震度２
1942/11/26,17:35,詳細不明,34°14.0′N,135°10.0′E,0 km,不明,震度１
1942/11/26,07:11:59.1,日高地方東部,42°14.6′N,142°43.5′E,53 km,5.2,震度２
1942/11/24,16:10:48.8,茨城県沖,36°23.5′N,141°22.7′E,42 km,4.4,震度１
1942/11/24,11:37,詳細不明,28°23.0′N,129°30.0′E,0 km,不明,震度１
1942/11/24,09:09,詳細不明,35°44.0′N,140°52.0′E,0 km,不明,震度１
1942/11/24,06:37,詳細不明,34°14.0′N,135°10.0′E,0 km,不明,震度１
1942/11/23,21:21,詳細不明,24°47.0′N,125°17.0′E,0 km,不明,震度１
1942/11/23,00:24,詳細不明,34°14.0′N,135°10.0′E,0 km,不明,震度１
1942/11/21,18:22:00.6,京都府南部,34°59.8′N,135°44.5′E,9 km,不明,震度１
1942/11/19,10:21,詳細不明,34°45.0′N,139°22.0′E,0 km,不明,震度１
1942/11/19,07:47,詳細不明,34°45.0′N,139°22.0′E,0 km,不明,震度２
1942/11/19,07:46,詳細不明,34°45.0′N,139°22.0′E,0 km,不明,震度２
1942/11/19,05:54,詳細不明,34°45.0′N,139°22.0′E,0 km,不明,震度１
1942/11/19,05:53,詳細不明,34°45.0′N,139°22.0′E,0 km,不明,震度１
1942/11/19,04:49:09.8,東京湾,35°37.3′N,140°02.6′E,79 km,3.8,震度１
