地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
1943年06月,日時分不明データ,不明,不明,不明,不明,不明
1943年06月,日時分不明データ,不明,不明,不明,不明,不明
1943年06月,日時分不明データ,不明,不明,不明,不明,不明
1943年06月,日時分不明データ,不明,不明,不明,不明,不明
1943年06月,日時分不明データ,不明,不明,不明,不明,不明
1943年06月,日時分不明データ,不明,不明,不明,不明,不明
1943年06月,日時分不明データ,不明,不明,不明,不明,不明
1943年06月,日時分不明データ,不明,不明,不明,不明,不明
1943年06月,日時分不明データ,不明,不明,不明,不明,不明
1943年06月,日時分不明データ,不明,不明,不明,不明,不明
1943/06/30,16:35,詳細不明,36°40.0′N,138°12.0′E,0 km,不明,震度１
1943/06/30,12:13:55,詳細不明,26°12.0′N,127°41.0′E,0 km,不明,震度１
1943/06/30,09:15,詳細不明,42°10.0′N,142°47.0′E,0 km,不明,震度１
