地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
1947/12/29,16:17:06.7,鹿児島県大隅地方,31°16.4′N,130°50.2′E,139 km,4.9,震度２
1947/12/29,09:10,詳細不明,32°13.0′N,130°45.0′E,0 km,不明,震度２
1947/12/29,08:01,詳細不明,32°49.0′N,130°43.0′E,0 km,不明,震度１
1947/12/29,04:39,詳細不明,36°24.0′N,139°04.0′E,0 km,不明,震度１
1947/12/28,17:39,詳細不明,32°49.0′N,130°43.0′E,0 km,不明,震度３
1947/12/27,08:56:37.4,宮城県北部,38°54.5′N,141°37.3′E,101 km,不明,震度１
1947/12/27,08:36,詳細不明,34°45.0′N,139°22.0′E,0 km,不明,震度１
1947/12/27,08:34,詳細不明,34°45.0′N,139°22.0′E,0 km,不明,震度１
1947/12/26,時分不明データ,不明,不明,不明,不明,震度１
1947/12/26,11:02:08.9,福島県沖,37°19.7′N,141°42.5′E,28 km,5.5,震度３
1947/12/26,04:39:05.0,山梨県中・西部,35°53.6′N,138°47.0′E,6 km,3.8,震度１
1947/12/23,18:00,詳細不明,36°13.0′N,140°06.0′E,0 km,不明,震度１
1947/12/23,12:39:09.5,茨城県北部,36°27.0′N,140°35.2′E,50 km,4.3,震度３
1947/12/22,22:08:02.0,根室半島南東沖,42°53.2′N,146°01.4′E,76 km,5.1,震度２
1947/12/22,07:51,詳細不明,28°23.0′N,129°30.0′E,0 km,不明,震度１
1947/12/22,01:41:47.5,茨城県南部,35°47.3′N,140°48.3′E,0 km,不明,震度２
1947/12/21,22:33:49.1,紀伊水道,34°17.4′N,135°03.8′E,2 km,3.3,震度１
1947/12/21,17:59,詳細不明,39°39.0′N,141°58.0′E,0 km,不明,震度１
1947/12/21,17:41:53.1,岩手県沖,39°46.9′N,142°23.9′E,40 km,3.9,震度１
1947/12/20,05:30,詳細不明,34°27.0′N,133°15.0′E,0 km,不明,震度１
1947/12/20,01:58,詳細不明,34°27.0′N,133°15.0′E,0 km,不明,震度１
1947/12/18,09:10:47.9,紀伊水道,33°41.4′N,135°03.0′E,58 km,5.4,震度２
1947/12/18,04:39,詳細不明,44°22.0′N,141°42.0′E,0 km,不明,震度２
1947/12/17,23:33:30.8,高知県中部,33°43.6′N,133°56.2′E,0 km,4.2,震度２
1947/12/17,11:49:16.9,茨城県南部,36°12.4′N,139°51.2′E,74 km,不明,震度１
1947/12/17,08:22:11.0,長野県北部,36°35.3′N,138°12.9′E,1 km,不明,震度２
1947/12/17,01:59,詳細不明,33°19.0′N,130°56.0′E,0 km,不明,震度１
1947/12/16,19:36,詳細不明,34°27.0′N,133°15.0′E,0 km,不明,震度１
1947/12/15,19:06,詳細不明,28°23.0′N,129°30.0′E,0 km,不明,震度１
1947/12/15,17:35,詳細不明,40°31.0′N,141°32.0′E,0 km,不明,震度１
1947/12/14,08:00:26.7,青森県東方沖,41°06.9′N,142°30.5′E,29 km,5.9,震度３
1947/12/14,06:11,詳細不明,36°39.0′N,139°27.0′E,0 km,不明,震度１
1947/12/14,01:05,詳細不明,36°23.0′N,140°28.0′E,0 km,不明,震度１
1947/12/12,20:08:17.6,和歌山県南部,33°34.9′N,135°39.3′E,1 km,4.2,震度１
1947/12/12,16:19:35.2,茨城県南部,36°07.2′N,140°11.0′E,58 km,不明,震度１
1947/12/12,00:17:22.9,岩手県沖,39°39.8′N,142°18.8′E,63 km,4.7,震度１
1947/12/11,08:18:40.3,福島県沖,37°47.0′N,142°16.3′E,11 km,5.4,震度２
1947/12/09,13:28:18.8,紀伊水道,33°56.3′N,135°03.8′E,28 km,5.8,震度３
1947/12/08,06:02:21.2,鳥取県東部,35°18.4′N,134°05.8′E,1 km,3.8,震度２
1947/12/07,14:48:12.0,茨城県南部,36°18.0′N,140°05.2′E,38 km,不明,震度２
1947/12/06,23:48:57.2,徳島県北部,33°57.8′N,133°52.7′E,20 km,4.2,震度２
1947/12/06,04:05:19.4,大分県北部,33°23.9′N,131°04.7′E,12 km,不明,震度２
1947/12/05,12:19,詳細不明,33°06.0′N,139°47.0′E,0 km,不明,震度１
1947/12/04,18:00,詳細不明,33°33.0′N,133°32.0′E,0 km,不明,震度１
1947/12/01,19:23:09.6,四国沖,32°40.1′N,132°33.6′E,51 km,不明,震度２
1947/12/01,13:02:23.4,茨城県南部,36°12.3′N,140°28.6′E,29 km,不明,震度１
1947/12/01,09:52,詳細不明,34°16.0′N,133°45.0′E,0 km,不明,震度２
1947/12/01,06:17:32.8,愛知県西部,34°52.7′N,136°52.2′E,346 km,5.5,震度２
1947/12/01,03:57,詳細不明,41°52.0′N,140°08.0′E,0 km,不明,震度１
1947/11/30,22:02:06.5,三陸沖,39°22.7′N,143°46.5′E,39 km,5.7,震度２
1947/11/29,11:49,詳細不明,34°45.0′N,139°22.0′E,0 km,不明,震度１
1947/11/29,00:54,詳細不明,28°23.0′N,129°30.0′E,0 km,不明,震度１
1947/11/28,20:18,詳細不明,28°23.0′N,129°30.0′E,0 km,不明,震度１
1947/11/27,22:12,詳細不明,36°39.0′N,139°27.0′E,0 km,不明,震度１
1947/11/27,12:31:47.8,天草灘,32°34.9′N,129°54.5′E,3 km,4.4,震度３
1947/11/27,03:00,詳細不明,44°22.0′N,141°42.0′E,0 km,不明,震度１
1947/11/27,00:34:55.0,茨城県南部,36°23.5′N,140°05.5′E,69 km,不明,震度１
1947/11/26,20:12:42.6,日向灘,31°55.8′N,131°52.1′E,18 km,4.7,震度１
1947/11/26,17:51,詳細不明,42°10.0′N,142°47.0′E,0 km,不明,震度１
1947/11/26,13:55:31.2,北海道西方沖,43°57.9′N,140°21.5′E,49 km,4.7,震度２
1947/11/26,01:25:56.6,岩手県沿岸北部,39°42.5′N,141°47.3′E,68 km,4.3,震度２
1947/11/24,19:11,詳細不明,42°59.0′N,144°24.0′E,0 km,不明,震度２
1947/11/23,19:22,詳細不明,34°14.0′N,135°10.0′E,0 km,不明,震度２
1947/11/23,05:25,詳細不明,32°44.0′N,129°52.0′E,0 km,不明,震度２
1947/11/22,18:34,詳細不明,43°20.0′N,145°35.0′E,0 km,不明,震度１
1947/11/21,23:16,詳細不明,42°06.0′N,140°34.0′E,0 km,不明,震度２
1947/11/21,14:53,詳細不明,33°15.0′N,134°11.0′E,0 km,不明,震度１
1947/11/21,14:15:18.9,四国沖,33°24.5′N,134°54.7′E,22 km,4.8,震度１
1947/11/21,11:46,詳細不明,39°08.0′N,141°08.0′E,0 km,不明,震度１
1947/11/19,23:35,詳細不明,31°33.0′N,130°33.0′E,0 km,不明,震度２
1947/11/19,22:11:52.6,トカラ列島近海,30°21.2′N,129°26.3′E,0 km,5.4,震度３
1947/11/19,21:50,詳細不明,28°23.0′N,129°30.0′E,0 km,不明,震度２
1947/11/19,07:59:01.5,高知県中部,33°37.9′N,133°39.2′E,22 km,3.4,震度２
1947/11/19,07:53,詳細不明,33°33.0′N,133°32.0′E,0 km,不明,震度１
1947/11/18,22:05:09.9,茨城県沖,36°31.5′N,140°50.1′E,25 km,不明,震度１
1947/11/18,17:49:59.0,山梨県東部・富士五湖,35°31.5′N,139°02.1′E,0 km,不明,震度１
1947/11/17,19:40,詳細不明,34°04.0′N,136°12.0′E,0 km,不明,震度１
1947/11/17,17:18:07.3,浦河沖,41°59.7′N,142°31.6′E,63 km,4.9,震度３
1947/11/17,08:44,詳細不明,36°23.0′N,140°28.0′E,0 km,不明,震度１
1947/11/17,08:14:31.0,茨城県沖,36°24.3′N,140°54.8′E,25 km,4.4,震度１
1947/11/16,22:31,詳細不明,44°22.0′N,141°42.0′E,0 km,不明,震度１
1947/11/16,16:29,詳細不明,44°22.0′N,141°42.0′E,0 km,不明,震度１
1947/11/16,08:04:36,与那国島近海,24°42.0′N,123°12.0′E,不明,不明,震度２
1947/11/15,15:49,詳細不明,36°39.0′N,139°27.0′E,0 km,不明,震度２
1947/11/15,00:16:00.9,奈良県,34°27.9′N,135°45.3′E,67 km,4.8,震度２
1947/11/14,23:59,詳細不明,30°23.0′N,130°40.0′E,0 km,不明,震度１
1947/11/14,19:52,詳細不明,36°14.0′N,140°12.0′E,0 km,不明,震度１
1947/11/14,19:50:19.6,上川地方北部,44°22.8′N,142°35.1′E,200 km,6.3,震度３
1947/11/13,00:33,詳細不明,36°14.0′N,140°12.0′E,0 km,不明,震度１
1947/11/12,08:55,詳細不明,33°15.0′N,134°11.0′E,0 km,不明,震度１
1947/11/11,22:17,詳細不明,34°27.0′N,133°15.0′E,0 km,不明,震度２
1947/11/10,22:44:19.2,北海道西方沖,44°03.6′N,140°44.1′E,0 km,5.0,震度２
1947/11/10,15:45,詳細不明,42°54.0′N,140°46.0′E,0 km,不明,震度１
1947/11/10,13:32,詳細不明,43°11.0′N,141°01.0′E,0 km,不明,震度１
1947/11/10,12:26,詳細不明,43°11.0′N,141°01.0′E,0 km,不明,震度１
1947/11/10,12:25:14.4,北海道西方沖,44°02.0′N,140°49.6′E,9 km,不明,震度１
1947/11/10,08:15,詳細不明,43°11.0′N,141°01.0′E,0 km,不明,震度１
1947/11/10,06:18,詳細不明,44°22.0′N,141°42.0′E,0 km,不明,震度１
1947/11/10,06:12,詳細不明,42°54.0′N,140°46.0′E,0 km,不明,震度１
1947/11/09,17:08:48.1,四国沖,33°04.8′N,134°05.7′E,40 km,5.1,震度２
1947/11/09,13:25:43.2,埼玉県南部,35°53.2′N,139°25.8′E,95 km,3.9,震度２
1947/11/09,07:44,詳細不明,35°29.0′N,134°14.0′E,0 km,不明,震度１
1947/11/09,00:11:54.1,北海道西方沖,43°49.0′N,140°43.8′E,72 km,不明,震度２
1947/11/08,13:02:15.4,北海道西方沖,44°07.8′N,140°35.9′E,0 km,5.6,震度２
1947/11/08,06:04:01.1,北海道西方沖,44°22.3′N,140°15.0′E,30 km,5.1,震度２
1947/11/08,02:03,詳細不明,42°54.0′N,140°46.0′E,0 km,不明,震度１
1947/11/07,16:36,詳細不明,43°57.0′N,141°38.0′E,0 km,不明,震度２
1947/11/07,15:34,詳細不明,28°23.0′N,129°30.0′E,0 km,不明,震度１
1947/11/07,13:34,詳細不明,42°10.0′N,142°47.0′E,0 km,不明,震度１
1947/11/07,10:36,詳細不明,43°11.0′N,141°01.0′E,0 km,不明,震度１
1947/11/07,07:57:14.0,北海道西方沖,43°51.5′N,140°48.1′E,14 km,5.0,震度２
1947/11/06,19:48:28.0,静岡県西部,34°49.6′N,137°55.5′E,3 km,不明,震度１
1947/11/06,17:22,詳細不明,43°57.0′N,141°38.0′E,0 km,不明,震度２
1947/11/06,13:15,詳細不明,44°22.0′N,141°42.0′E,0 km,不明,震度２
1947/11/05,09:41:47.4,北海道西方沖,43°32.8′N,140°45.9′E,0 km,4.3,震度１
1947/11/05,03:19,詳細不明,44°22.0′N,141°42.0′E,0 km,不明,震度２
1947/11/05,03:14,詳細不明,43°11.0′N,141°01.0′E,0 km,不明,震度１
1947/11/05,03:12,詳細不明,43°11.0′N,141°01.0′E,0 km,不明,震度１
1947/11/05,02:25:26.5,徳島県南部,33°45.3′N,134°15.6′E,12 km,4.5,震度２
1947/11/05,02:12,詳細不明,43°11.0′N,141°01.0′E,0 km,不明,震度１
1947/11/05,01:43,詳細不明,43°11.0′N,141°01.0′E,0 km,不明,震度１
1947/11/05,01:40,詳細不明,43°11.0′N,141°01.0′E,0 km,不明,震度１
1947/11/05,01:38,詳細不明,43°11.0′N,141°01.0′E,0 km,不明,震度１
1947/11/05,01:35,詳細不明,43°11.0′N,141°01.0′E,0 km,不明,震度１
1947/11/05,01:33,詳細不明,43°11.0′N,141°01.0′E,0 km,不明,震度１
1947/11/04,23:18,詳細不明,43°11.0′N,141°01.0′E,0 km,不明,震度１
1947/11/04,22:57,詳細不明,43°11.0′N,141°01.0′E,0 km,不明,震度１
1947/11/04,19:29:10.9,北海道西方沖,44°06.1′N,140°56.5′E,10 km,4.7,震度１
1947/11/04,18:48,詳細不明,43°11.0′N,141°01.0′E,0 km,不明,震度１
1947/11/04,17:12:20.8,北海道西方沖,43°29.4′N,140°34.5′E,8 km,4.5,震度２
1947/11/04,16:46:31.6,北海道西方沖,43°55.2′N,140°36.7′E,43 km,5.1,震度２
1947/11/04,16:34,詳細不明,43°11.0′N,141°01.0′E,0 km,不明,震度１
1947/11/04,16:27,詳細不明,42°54.0′N,140°46.0′E,0 km,不明,震度１
