地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
1925/12/29,11:21:41.7,千葉県北西部,35°44.5′N,140°19.0′E,52 km,4.0,震度１
1925/12/29,06:59:37,詳細不明,42°55.0′N,143°13.0′E,0 km,不明,震度１
1925/12/28,11:08:34,詳細不明,39°39.0′N,141°58.0′E,0 km,不明,震度１
1925/12/26,22:14:49,詳細不明,34°14.0′N,135°10.0′E,0 km,不明,震度１
1925/12/25,17:22:42,詳細不明,36°23.0′N,140°28.0′E,0 km,不明,震度１
1925/12/25,14:48:12,詳細不明,36°23.0′N,140°28.0′E,0 km,不明,震度１
1925/12/25,03:43:43,詳細不明,36°13.0′N,140°06.0′E,0 km,不明,震度１
1925/12/24,23:01:56.3,茨城県沖,36°35.7′N,141°16.9′E,83 km,4.7,震度２
1925/12/24,21:53:37,詳細不明,37°06.0′N,138°15.0′E,0 km,不明,震度２
1925/12/24,19:22:44,詳細不明,42°55.0′N,143°13.0′E,0 km,不明,震度２
1925/12/24,08:07:45.5,奄美大島近海,27°52.3′N,129°33.5′E,0 km,5.9,震度２
1925/12/22,23:29:24,詳細不明,43°20.0′N,145°35.0′E,0 km,不明,震度２
1925/12/22,22:01:58,詳細不明,34°14.0′N,135°10.0′E,0 km,不明,震度１
1925/12/22,21:57:00,詳細不明,34°14.0′N,135°10.0′E,0 km,不明,震度１
1925/12/22,16:06:22.5,奈良県,34°41.4′N,135°52.4′E,20 km,4.3,震度２
1925/12/22,14:43:35,詳細不明,34°14.0′N,135°10.0′E,0 km,不明,震度１
1925/12/22,10:53:41,詳細不明,35°40.0′N,138°33.0′E,0 km,不明,震度１
1925/12/20,08:58:59,詳細不明,34°14.0′N,135°10.0′E,0 km,不明,震度１
1925/12/20,05:57:22,詳細不明,36°23.0′N,140°28.0′E,0 km,不明,震度１
1925/12/19,20:14:27,詳細不明,42°58.0′N,144°24.0′E,0 km,不明,震度１
1925/12/19,13:59:12,詳細不明,34°14.0′N,135°10.0′E,0 km,不明,震度１
1925/12/19,09:45:35,詳細不明,24°20.0′N,124°10.0′E,0 km,不明,震度１
1925/12/18,09:12:03,詳細不明,34°14.0′N,135°10.0′E,0 km,不明,震度１
1925/12/17,16:15:29,詳細不明,34°14.0′N,135°10.0′E,0 km,不明,震度１
1925/12/17,12:38:05.9,東京湾,35°28.9′N,139°54.8′E,25 km,3.8,震度１
1925/12/17,06:29:16.8,埼玉県南部,36°01.0′N,139°43.8′E,48 km,3.9,震度１
1925/12/17,05:09:14,詳細不明,43°20.0′N,145°35.0′E,0 km,不明,震度３
1925/12/15,21:50:00.8,栃木県南部,36°27.7′N,139°51.2′E,1 km,3.7,震度１
1925/12/15,04:18:31,詳細不明,34°14.0′N,135°10.0′E,0 km,不明,震度１
1925/12/15,02:45,詳細不明,42°48.0′N,140°14.0′E,0 km,不明,震度２
1925/12/14,00:31:19.5,静岡県西部,34°52.1′N,137°38.0′E,0 km,4.6,震度１
1925/12/14,00:20:05,詳細不明,35°24.0′N,136°46.0′E,0 km,不明,震度１
1925/12/13,22:34:42,詳細不明,39°39.0′N,141°58.0′E,0 km,不明,震度１
1925/12/13,11:33:16.5,茨城県南部,35°59.0′N,139°55.7′E,55 km,3.5,震度１
1925/12/12,12:28:56.9,岩手県沿岸北部,40°14.3′N,141°50.7′E,6 km,不明,震度２
1925/12/12,05:55,詳細不明,35°24.0′N,136°46.0′E,0 km,不明,震度１
1925/12/11,16:19:27.9,千葉県北西部,35°42.4′N,139°59.0′E,79 km,5.0,震度３
1925/12/11,02:07:40,詳細不明,34°14.0′N,135°10.0′E,0 km,不明,震度１
1925/12/11,01:40:51,詳細不明,34°14.0′N,135°10.0′E,0 km,不明,震度１
1925/12/10,08:35:57.9,神奈川県西部,35°28.0′N,139°14.8′E,53 km,4.3,震度２
