地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
2025/04/08,00:01:46.0,和歌山県南部,33°42.7′N,135°28.4′E,11 km,-0.3,---
2025/04/08,00:03:04.1,和歌山県北部,33°56.8′N,135°14.0′E,10 km,0.5,---
2025/04/08,00:03:06.6,宮城県沖,38°30.8′N,142°10.9′E,37 km,1.6,---
2025/04/08,00:04:25.0,石川県能登地方,37°26.6′N,137°11.2′E,14 km,0.5,---
2025/04/08,00:07:20.3,佐渡付近,37°52.9′N,137°44.7′E,21 km,2.2,---
2025/04/08,00:10:48.9,佐渡付近,37°53.7′N,137°42.9′E,10 km,1.2,---
2025/04/08,00:13:06.2,山形県庄内地方,38°28.2′N,139°45.4′E,8 km,0.8,---
2025/04/08,00:13:59.1,沖縄本島近海,25°29.6′N,128°58.4′E,75 km,2.1,---
2025/04/08,00:15:09.4,山口県北部,34°26.8′N,131°34.8′E,28 km,0.7,---
2025/04/08,00:16:11.6,福島県沖,37°35.3′N,142°13.6′E,28 km,0.7,---
2025/04/08,00:22:53.2,石川県能登地方,37°29.2′N,137°16.8′E,2 km,0.0,---
2025/04/08,00:26:45.5,千葉県東方沖,35°41.5′N,141°04.9′E,37 km,1.6,---
2025/04/08,00:27:47.9,和歌山県北部,34°05.0′N,135°23.9′E,6 km,-0.6,---
2025/04/08,00:29:36.5,茨城県北部,36°42.3′N,140°36.3′E,8 km,1.3,---
2025/04/08,00:30:50.3,山口県東部,34°12.7′N,132°03.5′E,13 km,0.5,---
2025/04/08,00:35:05.8,日向灘,32°47.6′N,132°17.6′E,33 km,0.4,---
2025/04/08,00:37:09.3,岩手県沖,40°20.6′N,142°47.6′E,32 km,1.4,---
2025/04/08,00:38:51.0,兵庫県南西部,34°59.2′N,134°36.8′E,13 km,0.1,---
2025/04/08,00:39:55.3,石川県能登地方,37°12.6′N,136°43.4′E,9 km,3.0,---
2025/04/08,00:43:41.6,福島県沖,37°06.0′N,141°06.6′E,51 km,1.3,---
2025/04/08,00:44:59.2,山口県北部,34°27.1′N,131°34.8′E,29 km,0.2,---
2025/04/08,00:46:58.2,長野県北部,36°28.1′N,137°54.9′E,13 km,0.7,---
2025/04/08,00:49:32.4,宮城県沖,38°46.2′N,141°43.5′E,53 km,0.3,---
2025/04/08,00:50:18.9,石川県能登地方,37°26.2′N,137°11.3′E,12 km,1.0,---
2025/04/08,00:52:02.4,大分県西部,33°06.8′N,131°11.5′E,6 km,-0.1,---
2025/04/08,00:53:00.9,大分県西部,33°07.0′N,131°11.4′E,6 km,0.4,---
2025/04/08,00:54:04.8,大分県西部,33°07.3′N,131°11.5′E,5 km,0.7,---
