地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
1948年09月,日時分不明データ,不明,不明,不明,不明,震度１
1948年09月,日時分不明データ,不明,不明,不明,不明,震度１
1948年09月,日時分不明データ,不明,不明,不明,不明,震度１
1948年09月,日時分不明データ,不明,不明,不明,不明,震度１
1948年09月,日時分不明データ,不明,不明,不明,不明,震度１
1948年09月,日時分不明データ,不明,不明,不明,不明,震度１
1948年09月,日時分不明データ,不明,不明,不明,不明,震度１
1948年09月,日時分不明データ,不明,不明,不明,不明,震度１
1948年09月,日時分不明データ,不明,不明,不明,不明,震度１
1948年09月,日時分不明データ,不明,不明,不明,不明,震度１
1948年09月,日時分不明データ,不明,不明,不明,不明,震度１
1948年09月,日時分不明データ,不明,不明,不明,不明,震度１
1948年09月,日時分不明データ,不明,不明,不明,不明,震度１
1948/09/30,18:03:28.2,青森県東方沖,40°56.6′N,142°11.4′E,29 km,不明,震度２
1948/09/30,05:58:06.6,浦河沖,42°06.6′N,142°16.1′E,4 km,4.3,震度１
