地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
2026/03/11,00:04:41.7,十勝地方北部,43°03.7′N,143°02.4′E,12 km,1.0,---
2026/03/11,00:06:20.5,高知県東部,33°42.0′N,134°00.8′E,31 km,0.5,---
2026/03/11,00:08:46.0,種子島近海,30°29.3′N,131°17.3′E,32 km,1.3,---
2026/03/11,00:10:54.5,秋田県内陸北部,39°59.0′N,140°32.1′E,4 km,0.0,---
2026/03/11,00:13:17.3,宮古島近海,25°16.4′N,124°52.1′E,11 km,2.1,---
2026/03/11,00:24:19.4,島根県西部,34°54.3′N,132°38.0′E,12 km,0.6,---
2026/03/11,00:24:27.9,遠州灘,34°27.0′N,137°06.8′E,27 km,1.8,---
2026/03/11,00:25:35.2,宮古島北西沖,25°24.6′N,124°54.7′E,11 km,3.2,---
2026/03/11,00:26:08.4,茨城県南部,36°00.5′N,139°59.2′E,31 km,0.8,---
2026/03/11,00:26:26.2,岐阜県美濃中西部,35°16.5′N,136°26.9′E,8 km,0.1,---
2026/03/11,00:26:48.8,トカラ列島近海,28°28.7′N,128°52.2′E,106 km,2.9,---
2026/03/11,00:27:08.5,山口県北部,34°26.7′N,131°35.3′E,31 km,0.8,---
2026/03/11,00:27:29.8,埼玉県南部,35°56.4′N,139°49.5′E,110 km,0.9,---
2026/03/11,00:27:32.7,宮城県沖,37°55.1′N,141°08.6′E,62 km,0.9,---
2026/03/11,00:33:20.6,青森県東方沖,40°45.0′N,142°37.1′E,32 km,1.4,---
2026/03/11,00:37:41.2,秋田県内陸南部,38°57.4′N,140°37.5′E,4 km,-0.1,---
2026/03/11,00:38:52.7,岩手県沖,39°55.4′N,142°17.7′E,47 km,0.9,---
2026/03/11,00:43:55.6,熊本県球磨地方,32°16.8′N,130°48.0′E,11 km,0.2,---
2026/03/11,00:43:59.0,能登半島沖,37°33.4′N,137°14.4′E,12 km,0.6,---
2026/03/11,00:45:43.6,能登半島沖,37°33.7′N,137°13.9′E,12 km,1.1,---
2026/03/11,00:48:34.2,福島県会津,37°01.3′N,139°21.7′E,7 km,-0.1,---
2026/03/11,00:50:58.9,茨城県北部,36°49.7′N,140°35.0′E,5 km,0.1,---
2026/03/11,00:55:38.1,茨城県南部,36°01.6′N,139°57.1′E,44 km,0.9,---
2026/03/11,00:58:09.5,千葉県北東部,35°43.4′N,140°40.9′E,50 km,0.9,---
2026/03/11,00:58:39.5,天草灘,32°31.4′N,129°59.7′E,8 km,0.1,---
2026/03/11,00:59:16.6,福島県沖,37°51.2′N,141°32.9′E,44 km,0.7,---
2026/03/11,01:06:19.0,三陸沖,39°35.2′N,144°38.3′E,21 km,1.4,---
2026/03/11,01:09:49.3,日向灘,31°36.4′N,131°57.2′E,41 km,1.2,---
2026/03/11,01:11:09.4,島根県東部,35°19.0′N,133°13.5′E,12 km,1.2,---
2026/03/11,01:11:28.9,宮古島北西沖,25°22.4′N,124°53.8′E,0 km,2.1,---
2026/03/11,01:11:47.2,奄美大島近海,28°38.2′N,129°38.5′E,6 km,不明,---
2026/03/11,01:12:12.0,島根県西部,34°21.5′N,131°48.8′E,11 km,0.2,---
