地震の発生日時,震央地名,緯度,経度,深さ,Ｍ,最大震度
2025/02/09 00:02:12.8,福島県沖,37.855,141.61166666666668,48,1,-
2025/02/09 00:02:21.9,大隅半島東方沖,31.591666666666665,131.52166666666668,40,-1,-
2025/02/09 00:05:08.7,三陸沖,38.50833333333333,144.06,38,0.9,-
2025/02/09 00:05:27.9,福島県沖,37.861666666666665,141.625,48,1,-
2025/02/09 00:07:39.1,安芸灘,34.115,132.49333333333334,8,1.3,-
2025/02/09 00:09:55.6,有明海,32.93,130.37666666666667,12,0.4,-
2025/02/09 00:11:52.5,伊勢湾,34.895,136.82833333333335,10,0.5,-
2025/02/09 00:14:49.7,釧路沖,42.81333333333333,145.08666666666667,49,1.6,-
2025/02/09 00:34:44.6,兵庫県南東部,34.92,135.44333333333333,11,1.2,-
2025/02/09 00:37:40.7,熊本県熊本地方,32.77166666666667,130.73833333333334,11,0.5,-
2025/02/09 00:37:56.1,和歌山県北部,34.165,135.205,3,-10.6,-
2025/02/09 00:39:44.7,愛媛県南予,33.461666666666666,132.295,43,0.9,-
2025/02/09 00:41:31.1,能登半島沖,37.54,137.245,12,1.4,-
2025/02/09 00:45:01.4,福島県沖,37.776666666666664,141.77333333333334,44,1.5,-
2025/02/09 00:46:18.0,薩摩半島西方沖,31.726666666666667,129.94333333333333,9,0.8,-
2025/02/09 00:46:58.8,和歌山県南部,33.71,135.49333333333334,13,0.4,-
2025/02/09 00:51:41.3,和歌山県南部,33.705,135.49166666666667,14,0.2,-
2025/02/09 00:53:07.8,茨城県南部,36.16,140.085,63,0.4,-
2025/02/09 00:53:13.7,福島県沖,37.835,141.61166666666668,48,1.6,-
2025/02/09 00:55:32.7,岩手県沖,39.788333333333334,142.37166666666667,8,1.2,-
2025/02/09 00:58:57.0,安芸灘,34.111666666666665,132.49666666666667,8,1,-
2025/02/09 01:00:37.9,長野県南部,35.821666666666665,137.575,3,-10.3,-
2025/02/09 01:00:50.1,長野県南部,35.906666666666666,137.755,11,-10.2,-
2025/02/09 01:03:56.6,京都府南部,35.045,135.82166666666666,11,0.5,-
2025/02/09 01:06:32.8,能登半島沖,37.5,137.18166666666667,12,1.1,-
2025/02/09 01:08:28.2,宮崎県北部平野部,32.068333333333335,131.50666666666666,18,0.6,-
2025/02/09 01:11:52.3,長野県南部,35.891666666666666,137.765,7,-10.3,-
2025/02/09 01:16:42.2,和歌山県北部,34.211666666666666,135.31333333333333,9,-10.2,-
