地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
1944年05月,日時分不明データ,不明,不明,不明,不明,震度１
1944年05月,日時分不明データ,不明,不明,不明,不明,震度１
1944年05月,日時分不明データ,不明,不明,不明,不明,震度１
1944年05月,日時分不明データ,不明,不明,不明,不明,震度１
1944年05月,日時分不明データ,不明,不明,不明,不明,震度１
1944年05月,日時分不明データ,不明,不明,不明,不明,震度１
1944年05月,日時分不明データ,不明,不明,不明,不明,震度１
1944年05月,日時分不明データ,不明,不明,不明,不明,震度１
1944年05月,日時分不明データ,不明,不明,不明,不明,震度１
1944年05月,日時分不明データ,不明,不明,不明,不明,震度１
1944年05月,日時分不明データ,不明,不明,不明,不明,震度１
1944年05月,日時分不明データ,不明,不明,不明,不明,震度１
1944年05月,日時分不明データ,不明,不明,不明,不明,震度１
1944年05月,日時分不明データ,不明,不明,不明,不明,震度１
1944年05月,日時分不明データ,不明,不明,不明,不明,震度１
1944年05月,日時分不明データ,不明,不明,不明,不明,震度１
1944年05月,日時分不明データ,不明,不明,不明,不明,震度２
1944年05月,日時分不明データ,不明,不明,不明,不明,震度１
1944/05/31,23:55,詳細不明,37°06.0′N,138°15.0′E,0 km,不明,震度１
1944/05/31,20:03:22.6,茨城県南部,36°06.5′N,139°53.7′E,53 km,4.5,震度３
