地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
2025/04/25,00:00:56.1,秋田県内陸北部,40°2.0′N,140°32.4′E,8 km,1.2,---
2025/04/25,00:01:22.6,秋田県内陸北部,40°2.2′N,140°32.3′E,6 km,1.1,---
2025/04/25,00:04:02.4,和歌山県南部,33°51.7′N,135°36.7′E,16 km,0.2,---
2025/04/25,00:05:55.0,秋田県内陸北部,40°2.2′N,140°32.3′E,7 km,1,---
2025/04/25,00:06:59.7,秋田県内陸北部,39°55.9′N,140°37.3′E,3 km,0.1,---
2025/04/25,00:11:36.9,千葉県東方沖,35°47.2′N,140°52.8′E,22 km,1.3,---
2025/04/25,00:13:15.4,宮崎県北部平野部,32°34.9′N,131°36.8′E,17 km,0.3,---
2025/04/25,00:13:37.5,秋田県内陸北部,40°1.9′N,140°32.3′E,7 km,0.6,---
2025/04/25,00:15:39.1,岩手県沖,39°34.0′N,142°29.3′E,70 km,1,---
2025/04/25,00:16:53.1,高知県西部,33°10.4′N,132°55.3′E,12 km,0.6,---
2025/04/25,00:16:55.3,岩手県沖,39°23.5′N,142°25.3′E,32 km,0.6,---
2025/04/25,00:18:19.2,京都府南部,35°4.0′N,135°48.7′E,12 km,0.2,---
2025/04/25,00:20:17.2,宮城県沖,37°54.0′N,141°41.7′E,54 km,1.8,---
2025/04/25,00:20:44.6,千葉県東方沖,35°46.2′N,140°54.0′E,24 km,1.3,---
2025/04/25,00:23:16.7,山口県中部,34°15.9′N,131°33.0′E,12 km,1,---
2025/04/25,00:24:06.7,長野県北部,36°27.6′N,137°55.3′E,11 km,-10.1,---
2025/04/25,00:25:12.2,三宅島近海,33°35.2′N,139°8.5′E,15 km,2.8,---
2025/04/25,00:25:15.1,種子島南東沖,29°25.2′N,131°58.4′E,90 km,2.5,---
2025/04/25,00:26:34.4,三陸沖,39°26.8′N,144°47.6′E,14 km,1.2,---
2025/04/25,00:26:35.7,紀伊水道,33°46.7′N,135°12.5′E,41 km,1,---
2025/04/25,00:26:57.0,秋田県内陸北部,40°2.1′N,140°32.1′E,6 km,1.1,---
2025/04/25,00:28:29.0,豊後水道,33°11.1′N,132°22.7′E,37 km,0.2,---
2025/04/25,00:31:21.7,福島県沖,37°50.4′N,141°36.9′E,49 km,1.2,---
2025/04/25,00:33:54.2,駿河湾,34°36.6′N,138°18.4′E,27 km,1.1,---
2025/04/25,00:36:48.4,宮城県沖,38°49.4′N,141°35.0′E,70 km,0.8,---
2025/04/25,00:44:40.1,長野県南部,35°53.5′N,137°38.3′E,5 km,-10.5,---
2025/04/25,00:45:48.1,宮古島近海,24°41.9′N,125°25.5′E,45 km,1.3,---
2025/04/25,00:50:19.7,長野県北部,36°29.0′N,137°55.7′E,11 km,0.5,---
2025/04/25,00:52:16.5,有明海,32°48.0′N,130°26.1′E,5 km,0.7,---
2025/04/25,00:58:24.5,大隅半島東方沖,31°9.2′N,131°27.4′E,25 km,1.8,---
2025/04/25,01:02:04.4,茨城県北部,36°42.2′N,140°34.5′E,9 km,0.7,---
2025/04/25,01:02:15.4,鳥取県中部,35°25.8′N,133°49.9′E,9 km,0.3,---
2025/04/25,01:03:06.7,十勝沖,42°36.6′N,143°42.1′E,94 km,1.3,---
2025/04/25,01:03:13.0,大隅半島東方沖,31°7.6′N,131°30.5′E,25 km,0.9,---
2025/04/25,01:09:33.4,宮古島近海,24°42.7′N,125°26.7′E,46 km,1.2,---
2025/04/25,01:10:01.6,紀伊水道,33°44.3′N,135°5.1′E,39 km,0.5,---
2025/04/25,01:15:49.9,宮城県沖,38°16.9′N,141°39.8′E,54 km,3.6,---
2025/04/25,01:18:19.0,能登半島沖,37°34.2′N,137°23.1′E,3 km,0.5,---
2025/04/25,01:18:29.0,豊後水道,33°2.6′N,132°22.6′E,34 km,0.4,---
2025/04/25,01:20:49.3,京都府南部,35°2.9′N,135°32.9′E,12 km,0.5,---
2025/04/25,01:21:23.8,能登半島沖,37°32.8′N,137°6.7′E,7 km,0.8,---
2025/04/25,01:21:29.7,宮城県沖,38°25.6′N,141°59.6′E,37 km,0.8,---
2025/04/25,01:22:37.6,秋田県内陸北部,40°2.0′N,140°32.4′E,7 km,1.9,---
2025/04/25,01:23:16.0,岐阜県美濃中西部,35°36.6′N,136°35.9′E,13 km,0.5,---
2025/04/25,01:23:19.6,長野県北部,36°29.0′N,137°53.5′E,13 km,0.4,---
2025/04/25,01:25:26.4,長野県北部,36°29.2′N,137°53.8′E,14 km,0.6,---
2025/04/25,01:26:42.7,奄美大島北西沖,28°6.7′N,128°5.6′E,12 km,2.3,---
2025/04/25,01:27:13.6,岩手県沖,39°28.3′N,142°32.4′E,31 km,1.2,---
2025/04/25,01:27:27.8,日向灘,32°5.1′N,131°45.6′E,33 km,0.4,---
2025/04/25,01:28:22.0,茨城県南部,35°58.2′N,140°12.7′E,40 km,1.9,---
2025/04/25,01:29:00.0,茨城県南部,35°58.1′N,140°12.7′E,38 km,0.8,---
2025/04/25,01:32:11.9,茨城県南部,36°1.4′N,140°4.9′E,61 km,0.6,---
2025/04/25,01:32:22.0,三陸沖,40°6.1′N,145°3.4′E,20 km,1.1,---
2025/04/25,01:33:56.8,石川県能登地方,37°14.0′N,136°47.1′E,7 km,0.3,---
2025/04/25,01:34:49.1,新潟県上中越沖,37°37.6′N,137°30.4′E,8 km,1.2,---
2025/04/25,01:40:44.4,和歌山県南部,33°47.6′N,135°48.0′E,25 km,0.5,---
2025/04/25,01:41:28.5,宮崎県北部山沿い,32°33.8′N,131°25.0′E,16 km,0,---
2025/04/25,01:41:48.5,滋賀県南部,34°53.6′N,136°1.6′E,8 km,0.2,---
2025/04/25,01:48:03.2,紀伊水道,34°12.7′N,135°8.8′E,6 km,-10.3,---
2025/04/25,01:52:35.8,本州南方沖,30°36.9′N,137°24.7′E,30 km,4,---
2025/04/25,01:53:07.7,岐阜県美濃中西部,35°22.7′N,136°51.8′E,11 km,0.5,---
2025/04/25,01:55:33.3,茨城県沖,36°43.9′N,141°36.9′E,37 km,2.3,---
2025/04/25,01:55:37.4,長野県北部,36°29.1′N,137°54.8′E,11 km,-10.1,---
2025/04/25,01:56:24.7,種子島近海,30°39.4′N,131°24.0′E,26 km,1.4,---
2025/04/25,01:56:35.3,静岡県西部,34°54.0′N,137°53.9′E,15 km,0.3,---
2025/04/25,02:03:24.3,鳥島近海,31°37.2′N,139°32.5′E,17 km,3.3,---
2025/04/25,02:08:37.8,天草灘,31°57.6′N,130°10.5′E,11 km,0,---
2025/04/25,02:08:54.7,東京都多摩西部,35°42.4′N,139°7.2′E,122 km,1,---
2025/04/25,02:10:48.4,福島県沖,37°51.4′N,141°35.3′E,50 km,1.5,---
2025/04/25,02:11:38.6,長野県中部,36°12.0′N,138°0.3′E,8 km,-10.2,---
