地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
2025/04/07,00:00:35.8,三重県北部,34°59.9′N,136°31.2′E,14 km,0,---
2025/04/07,00:00:47.0,山口県北部,34°27.3′N,131°35.1′E,27 km,0.6,---
2025/04/07,00:02:58.2,山口県北部,34°27.2′N,131°35.3′E,28 km,0.9,---
2025/04/07,00:03:43.8,福島県沖,37°2.7′N,141°12.0′E,58 km,1.1,---
2025/04/07,00:04:53.4,山口県北部,34°26.9′N,131°36.1′E,26 km,0.3,---
2025/04/07,00:06:51.3,十勝沖,42°43.9′N,143°53.9′E,102 km,0.8,---
2025/04/07,00:09:01.1,熊本県熊本地方,33°1.9′N,130°43.0′E,11 km,-10.2,---
2025/04/07,00:10:21.1,福岡県筑後地方,33°1.9′N,130°30.2′E,6 km,-10.5,---
2025/04/07,00:12:41.9,オホーツク海南部,47°41.5′N,148°50.5′E,436 km,3,---
2025/04/07,00:13:00.3,福島県沖,36°51.8′N,141°3.3′E,87 km,3.1,---
2025/04/07,00:15:09.7,福島県沖,37°26.0′N,141°54.7′E,39 km,1.4,---
2025/04/07,00:18:01.8,沖縄本島近海,25°51.6′N,126°50.7′E,16 km,1.5,---
2025/04/07,00:19:12.2,大阪府北部,34°55.6′N,135°37.3′E,14 km,0.5,---
2025/04/07,00:20:06.5,山口県北部,34°27.4′N,131°35.5′E,28 km,0.5,---
2025/04/07,00:20:06.5,宮崎県南部山沿い,32°2.9′N,130°57.6′E,9 km,1.9,---
2025/04/07,00:20:44.9,和歌山県南部,33°43.9′N,135°25.5′E,39 km,0.1,---
2025/04/07,00:20:47.6,山口県北部,34°26.9′N,131°35.7′E,26 km,0.1,---
2025/04/07,00:21:32.4,宮崎県南部山沿い,32°2.9′N,130°57.3′E,9 km,1,---
2025/04/07,00:23:28.0,宮崎県南部山沿い,31°53.0′N,131°11.8′E,9 km,-10.1,---
2025/04/07,00:25:41.4,山口県北部,34°27.6′N,131°34.8′E,29 km,0.4,---
2025/04/07,00:26:05.8,山口県北部,34°27.4′N,131°35.1′E,27 km,0,---
2025/04/07,00:26:53.8,宮崎県南部山沿い,32°2.6′N,130°57.4′E,10 km,0.4,---
2025/04/07,00:29:07.8,青森県東方沖,41°29.4′N,142°40.4′E,32 km,1.1,---
2025/04/07,00:33:07.1,福岡県筑後地方,33°5.6′N,130°33.2′E,13 km,-10.1,---
2025/04/07,00:40:36.4,福島県沖,37°50.6′N,141°37.4′E,48 km,0.8,---
2025/04/07,00:42:25.8,五島列島近海,32°43.5′N,129°43.8′E,9 km,0.3,---
2025/04/07,00:44:32.2,山口県東部,34°16.4′N,132°6.6′E,17 km,0.1,---
2025/04/07,00:48:38.2,山口県北部,34°27.3′N,131°35.1′E,27 km,0.1,---
2025/04/07,00:53:06.1,茨城県沖,36°48.0′N,141°20.5′E,9 km,1.3,---
2025/04/07,00:54:28.9,和歌山県北部,34°8.5′N,135°18.4′E,6 km,-10.4,---
2025/04/07,00:54:47.3,山口県北部,34°27.1′N,131°35.1′E,27 km,0,---
2025/04/07,00:56:27.5,山口県北部,34°26.9′N,131°35.3′E,28 km,0.5,---
2025/04/07,00:58:31.1,山口県北部,34°27.2′N,131°35.6′E,26 km,0.5,---
2025/04/07,01:00:51.8,福島県沖,36°41.9′N,142°12.3′E,2 km,1.2,---
2025/04/07,01:01:09.1,五島列島近海,32°43.3′N,129°43.2′E,10 km,0.2,---
2025/04/07,01:03:03.6,福島県沖,37°50.0′N,141°37.5′E,49 km,1.1,---
2025/04/07,01:04:11.7,五島列島近海,32°43.5′N,129°44.1′E,11 km,0.2,---
2025/04/07,01:04:25.2,宮城県沖,37°57.1′N,141°49.6′E,51 km,0.8,---
2025/04/07,01:06:29.1,山口県北部,34°27.0′N,131°35.3′E,28 km,0.5,---
2025/04/07,01:08:13.1,石垣島近海,23°44.2′N,123°56.1′E,27 km,1.5,---
2025/04/07,01:08:16.1,沖縄本島近海,25°54.2′N,126°53.7′E,11 km,2.4,---
2025/04/07,01:10:08.0,三陸沖,40°58.6′N,145°51.9′E,18 km,2.3,---
2025/04/07,01:10:41.5,和歌山県北部,34°9.6′N,135°16.2′E,5 km,-10.3,---
2025/04/07,01:17:43.3,上川地方中部,43°35.9′N,142°27.9′E,8 km,-10.1,---
2025/04/07,01:20:17.6,豊後水道,33°20.5′N,132°17.5′E,41 km,0.3,---
2025/04/07,01:22:12.0,静岡県中部,34°57.3′N,138°16.3′E,25 km,0,---
2025/04/07,01:28:05.0,熊本県天草・芦北地方,32°13.1′N,130°32.7′E,9 km,-10.1,---
2025/04/07,01:29:54.2,種子島近海,30°57.6′N,130°38.5′E,70 km,0.6,---
2025/04/07,01:30:56.4,三重県中部,34°39.4′N,136°31.4′E,18 km,0.6,---
2025/04/07,01:32:00.2,能登半島沖,37°9.9′N,136°40.7′E,9 km,0.8,---
2025/04/07,01:35:03.0,釧路沖,42°32.6′N,144°29.5′E,53 km,1.4,---
2025/04/07,01:37:01.0,山口県北部,34°27.4′N,131°35.1′E,28 km,0.7,---
2025/04/07,01:37:02.9,山口県北部,34°27.1′N,131°35.3′E,27 km,1.1,---
2025/04/07,01:37:20.6,山口県北部,34°27.3′N,131°35.3′E,27 km,0.4,---
2025/04/07,01:40:12.5,山口県北部,34°26.7′N,131°35.1′E,26 km,-1,---
2025/04/07,01:40:13.4,山口県北部,34°27.1′N,131°35.2′E,28 km,0.4,---
2025/04/07,01:40:14.4,山口県北部,34°27.1′N,131°35.2′E,28 km,0.5,---
2025/04/07,01:40:27.9,山口県北部,34°26.9′N,131°35.2′E,27 km,-1,---
2025/04/07,01:40:28.9,山口県北部,34°27.1′N,131°35.1′E,27 km,0.7,---
2025/04/07,01:43:55.5,山口県北部,34°27.3′N,131°35.1′E,27 km,0.6,---
2025/04/07,01:44:17.7,山口県北部,34°27.2′N,131°35.9′E,27 km,0.4,---
2025/04/07,01:45:06.0,鹿児島県薩摩地方,31°48.9′N,130°17.7′E,8 km,0.1,---
2025/04/07,01:46:12.6,能登半島沖,37°5.6′N,136°38.0′E,9 km,1.9,---
2025/04/07,01:46:30.1,与那国島近海,24°16.0′N,122°52.0′E,55 km,1.2,---
2025/04/07,01:50:15.3,山口県北部,34°27.1′N,131°35.3′E,28 km,0.1,---
2025/04/07,01:50:49.6,茨城県南部,36°13.5′N,140°32.2′E,92 km,0.9,---
2025/04/07,01:51:24.0,山口県北部,34°27.1′N,131°35.2′E,28 km,0.8,---
2025/04/07,01:51:57.4,山口県北部,34°26.9′N,131°36.0′E,28 km,0.4,---
2025/04/07,01:52:31.3,滋賀県北部,35°30.3′N,136°19.7′E,12 km,0.2,---
2025/04/07,01:52:53.3,四国沖,32°41.5′N,134°33.7′E,33 km,1.4,---
2025/04/07,01:53:39.2,八丈島東方沖,33°17.3′N,140°42.5′E,64 km,2.9,---
2025/04/07,01:55:00.6,山口県北部,34°26.9′N,131°35.5′E,29 km,0.3,---
2025/04/07,01:55:59.0,山口県北部,34°26.3′N,131°35.6′E,28 km,0.1,---
2025/04/07,01:57:36.6,日向灘,32°2.7′N,131°54.2′E,28 km,0.8,---
2025/04/07,02:00:30.3,山口県北部,34°27.3′N,131°35.7′E,27 km,1.1,---
2025/04/07,02:01:07.6,山口県北部,34°27.6′N,131°35.1′E,29 km,0.5,---
2025/04/07,02:01:25.4,岐阜県飛騨地方,36°1.4′N,137°34.6′E,7 km,0.2,---
2025/04/07,02:01:52.8,福島県会津,37°0.8′N,139°27.1′E,6 km,0.3,---
2025/04/07,02:02:08.4,福島県会津,37°1.0′N,139°26.9′E,6 km,0.2,---
2025/04/07,02:06:56.5,岩手県沖,39°27.2′N,142°34.8′E,29 km,1.3,---
2025/04/07,02:07:04.0,山口県北部,34°27.0′N,131°35.4′E,26 km,0.4,---
2025/04/07,02:07:42.8,長野県南部,35°40.6′N,137°46.7′E,11 km,1.3,---
2025/04/07,02:08:25.2,山口県北部,34°27.3′N,131°35.3′E,27 km,0.6,---
2025/04/07,02:08:38.3,和歌山県北部,34°1.3′N,135°9.8′E,8 km,0,---
2025/04/07,02:09:11.1,有明海,32°47.6′N,130°30.4′E,5 km,-10.3,---
2025/04/07,02:10:10.0,浦河沖,41°46.7′N,142°42.2′E,23 km,1.1,---
2025/04/07,02:12:31.7,沖縄本島北西沖,27°36.1′N,127°33.5′E,116 km,1.4,---
