地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
2002/12/31,20:31:56.8,宮城県北部,38°43.8′N,141°09.2′E,5 km,2.9,震度１
2002/12/31,19:11:18.0,福島県沖,37°04.0′N,141°29.3′E,47 km,4.4,震度２
2002/12/30,20:21:30.0,十勝沖,42°30.9′N,143°28.0′E,59 km,3.6,震度１
2002/12/30,19:29:05.1,安芸灘,34°03.7′N,132°43.5′E,43 km,3.3,震度１
2002/12/30,16:40:26.8,秋田県沿岸南部,39°18.4′N,140°08.0′E,13 km,3.0,震度１
2002/12/30,12:08:20.3,神奈川県西部,35°12.7′N,139°01.0′E,0 km,2.8,震度２
2002/12/29,18:20:51.8,新潟県下越沖,38°25.6′N,139°15.8′E,12 km,3.5,震度１
2002/12/29,04:23:57.0,十勝沖,42°23.7′N,143°27.7′E,53 km,3.9,震度１
2002/12/29,03:38:18.5,奄美大島近海,28°47.3′N,129°23.5′E,4 km,4.8,震度２
2002/12/29,00:38:37.0,石垣島北西沖,25°09.1′N,123°51.5′E,126 km,4.0,震度１
2002/12/28,22:52:10.1,大分県中部,33°17.4′N,131°27.8′E,9 km,2.6,震度２
2002/12/28,16:01:39.4,和歌山県南部,33°49.0′N,135°51.5′E,50 km,2.9,震度１
2002/12/28,13:06:05.2,奄美大島近海,28°21.2′N,129°20.5′E,19 km,3.5,震度２
2002/12/27,07:51:56.7,熊本県熊本地方,32°32.1′N,130°42.1′E,10 km,2.8,震度１
2002/12/26,09:43:49.6,奄美大島近海,28°47.3′N,129°23.7′E,3 km,4.5,震度２
2002/12/26,04:31:38.3,奄美大島近海,28°47.4′N,129°23.4′E,3 km,4.4,震度１
2002/12/26,01:31:30.0,熊本県熊本地方,32°56.4′N,130°55.1′E,11 km,2.2,震度１
2002/12/25,02:55:44.6,宮城県沖,38°28.9′N,141°59.5′E,80 km,3.4,震度１
2002/12/24,07:33:50.6,新島・神津島近海,34°14.7′N,139°10.8′E,12 km,2.6,震度１
2002/12/23,05:31:48.2,茨城県南部,36°12.2′N,139°59.0′E,55 km,4.2,震度３
2002/12/22,22:14:57.7,栃木県北部,36°44.9′N,139°40.8′E,2 km,1.4,震度１
2002/12/22,18:36:38.2,長野県南部,35°52.5′N,137°35.1′E,7 km,2.7,震度２
2002/12/22,15:55:17.9,トカラ列島近海,29°45.7′N,129°54.0′E,3 km,2.3,震度１
2002/12/21,16:04:51.1,有明海,32°55.4′N,130°20.8′E,14 km,3.2,震度２
2002/12/21,11:38:16.1,長野県南部,35°52.5′N,137°35.1′E,7 km,3.1,震度２
2002/12/21,03:03:38.1,千葉県北西部,35°40.1′N,140°02.5′E,72 km,3.5,震度１
2002/12/20,03:48:58.2,安芸灘,33°58.5′N,132°43.8′E,46 km,3.5,震度２
2002/12/20,01:23:31.0,宮古島近海,24°48.3′N,125°24.0′E,50 km,4.4,震度２
2002/12/20,01:08:13.7,和歌山県北部,34°02.0′N,135°16.2′E,5 km,3.3,震度１
2002/12/19,21:19:17.7,青森県東方沖,40°53.3′N,143°07.6′E,14 km,4.8,震度２
2002/12/19,17:06:53.0,沖縄本島近海,25°56.9′N,126°09.6′E,36 km,4.4,震度１
2002/12/19,13:18:48.0,熊本県熊本地方,32°33.8′N,130°39.8′E,6 km,2.5,震度１
2002/12/19,13:18:07.4,熊本県熊本地方,32°33.9′N,130°39.7′E,8 km,3.0,震度２
2002/12/18,19:20:21.9,和歌山県北部,34°13.7′N,135°14.4′E,4 km,2.7,震度１
2002/12/18,05:12:33.1,兵庫県南東部,34°51.9′N,135°24.7′E,10 km,3.1,震度１
2002/12/18,00:48:31.3,岩手県沖,40°06.9′N,142°27.0′E,35 km,4.2,震度２
2002/12/17,07:17:13.4,和歌山県南部,33°32.0′N,135°35.9′E,11 km,4.4,震度２
2002/12/15,20:30:44.9,福島県沖,37°37.7′N,141°38.2′E,78 km,3.8,震度１
2002/12/15,13:37:32.7,和歌山県北部,34°13.8′N,135°10.1′E,7 km,2.5,震度１
2002/12/15,10:13:27.3,青森県東方沖,40°54.4′N,142°09.8′E,51 km,3.8,震度１
2002/12/15,04:04:54.6,岩手県内陸北部,40°04.6′N,141°22.4′E,12 km,3.1,震度１
2002/12/14,05:15:25.4,茨城県沖,36°44.3′N,141°22.3′E,47 km,4.2,震度２
2002/12/14,04:38:12.1,茨城県沖,36°44.3′N,141°22.1′E,47 km,4.2,震度２
2002/12/13,23:25:16.7,岩手県内陸南部,38°59.2′N,140°56.9′E,7 km,3.1,震度１
2002/12/13,19:57:08.0,十勝地方南部,42°20.7′N,143°09.7′E,47 km,3.9,震度１
2002/12/13,07:46:25.1,鳥取県西部,35°19.1′N,133°19.1′E,8 km,2.2,震度１
2002/12/12,20:33:08.0,トカラ列島近海,29°46.4′N,129°51.7′E,7 km,2.6,震度２
2002/12/12,19:57:07.1,トカラ列島近海,29°47.3′N,129°51.9′E,7 km,2.9,震度２
2002/12/12,00:34:31.4,奈良県,34°03.5′N,135°38.9′E,51 km,3.0,震度２
2002/12/11,20:54:22.1,岩手県沖,40°09.5′N,142°28.0′E,34 km,4.2,震度１
2002/12/11,13:56:14.5,西表島付近,24°15.4′N,123°37.1′E,19 km,3.9,震度１
2002/12/10,20:25:08.5,釧路沖,42°19.9′N,144°40.3′E,35 km,4.8,震度２
2002/12/09,20:14:35.5,山形県村山地方,38°14.6′N,140°23.0′E,8 km,2.5,震度１
2002/12/09,19:34:17.8,奄美大島近海,28°24.9′N,130°16.2′E,30 km,3.5,震度１
2002/12/09,19:26:52.3,奄美大島近海,28°22.8′N,130°16.3′E,32 km,4.3,震度２
2002/12/09,03:34:07.3,福島県沖,37°37.6′N,141°39.4′E,78 km,4.3,震度２
2002/12/08,17:15:56.1,西表島付近,24°15.5′N,123°37.5′E,19 km,4.1,震度１
2002/12/08,02:27:16.8,奄美大島近海,28°23.7′N,130°15.7′E,31 km,4.0,震度２
2002/12/07,22:38:18.5,青森県東方沖,40°37.1′N,142°03.6′E,41 km,3.8,震度１
2002/12/07,22:15:04.4,静岡県中部,34°58.6′N,138°22.2′E,24 km,3.3,震度１
2002/12/07,08:50:02.9,奄美大島近海,28°24.1′N,130°15.9′E,32 km,5.1,震度３
2002/12/06,18:57:59.2,釧路沖,42°48.3′N,144°47.4′E,53 km,3.5,震度１
2002/12/06,12:16:21.5,千葉県北西部,35°41.3′N,140°02.2′E,72 km,3.5,震度１
2002/12/05,16:46:27.0,熊本県熊本地方,32°51.1′N,130°39.6′E,9 km,2.0,震度１
2002/12/05,09:10:06.5,西表島付近,24°14.8′N,123°37.4′E,18 km,3.4,震度１
2002/12/05,06:09:24.3,岐阜県美濃中西部,35°44.7′N,137°07.1′E,12 km,3.2,震度１
2002/12/05,05:22:44.2,茨城県南部,36°16.5′N,140°03.0′E,57 km,2.8,震度１
2002/12/05,02:17:07.6,福島県沖,37°04.6′N,141°11.7′E,50 km,4.2,震度２
2002/12/05,00:53:02.2,宮城県沖,38°43.1′N,142°15.7′E,37 km,4.9,震度３
2002/12/05,00:50:41.9,宮城県沖,38°42.6′N,142°19.0′E,40 km,5.3,震度３
2002/12/04,23:37:37.6,西表島付近,24°15.0′N,123°37.4′E,16 km,4.6,震度２
2002/12/04,19:48:49.4,石垣島近海,24°50.5′N,123°43.3′E,85 km,4.8,震度２
2002/12/04,14:17:06.2,十勝沖,41°45.0′N,143°31.1′E,34 km,4.7,震度２
2002/12/04,08:09:34.7,長野県南部,35°52.2′N,137°35.6′E,8 km,4.5,震度４
2002/12/03,03:29:53.5,福岡県北西沖,33°41.0′N,129°59.0′E,9 km,3.6,震度１
2002/12/02,08:02:29.9,宮城県沖,38°40.0′N,141°52.8′E,54 km,4.3,震度３
2002/12/01,23:37:55.7,千葉県南部,34°57.2′N,139°48.8′E,56 km,3.4,震度２
2002/12/01,22:27:59.3,東京都２３区,35°44.5′N,139°39.9′E,124 km,3.8,震度１
2002/12/01,19:48:08.0,岩手県沿岸北部,39°45.2′N,141°50.5′E,57 km,3.6,震度２
2002/12/01,18:57:01.4,十勝沖,42°39.7′N,143°57.9′E,103 km,5.5,震度３
2002/11/30,22:51:05.4,与那国島近海,23°41.8′N,123°20.2′E,46 km,5.4,震度２
2002/11/30,22:05:38.4,和歌山県北部,34°02.5′N,135°16.0′E,8 km,2.9,震度１
2002/11/30,16:15:56.1,釧路沖,42°31.6′N,145°00.7′E,46 km,5.4,震度２
2002/11/29,12:41:59.9,熊本県熊本地方,32°51.4′N,130°40.6′E,10 km,2.2,震度１
