地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
1966/02/27,23:45,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/02/27,22:28,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/02/27,21:47,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/02/27,21:42,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/02/27,21:35,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/02/27,21:31,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/02/27,21:31,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/02/27,21:17,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/02/27,21:14:03.3,長野県北部,36°33.2′N,138°16.1′E,7 km,不明,震度１
1966/02/27,21:01,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/02/27,20:54,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/02/27,20:51,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/02/27,20:43:28.4,長野県北部,36°31.1′N,138°15.4′E,3 km,不明,震度１
1966/02/27,20:39:01.0,長野県北部,36°32.1′N,138°13.3′E,0 km,3.9,震度２
1966/02/27,20:25:14.9,長野県中部,36°30.8′N,138°15.7′E,0 km,不明,震度１
1966/02/27,19:59,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/02/27,19:14,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/02/27,18:56,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/02/27,18:27,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/02/27,18:07,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/02/27,17:50,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1966/02/27,17:45,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
