地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
2009/12/31,18:03:07.1,京都府南部,35°01.0′N,135°33.5′E,14 km,3.0,震度２
2009/12/31,15:53:23.9,伊豆半島東方沖,35°01.2′N,139°07.3′E,6 km,2.6,震度１
2009/12/31,15:45:39.5,伊豆半島東方沖,35°01.1′N,139°07.5′E,6 km,3.0,震度２
2009/12/31,15:29:31.7,栃木県北部,36°38.0′N,139°28.1′E,10 km,2.9,震度２
2009/12/31,07:58:14.7,千葉県北西部,35°40.0′N,140°01.0′E,18 km,2.5,震度１
2009/12/31,07:05:39.4,岩手県沖,39°06.1′N,142°12.4′E,43 km,3.8,震度１
2009/12/31,06:32:49.8,日高地方中部,42°17.9′N,142°37.7′E,37 km,3.6,震度１
2009/12/30,19:07:26.5,浦河沖,41°37.9′N,142°08.8′E,38 km,3.8,震度１
2009/12/30,18:49:24.2,トカラ列島近海,29°40.5′N,129°46.4′E,11 km,2.2,震度１
2009/12/30,10:45:09.3,新潟県上越地方,37°00.6′N,138°15.2′E,7 km,1.6,震度１
2009/12/30,04:23:03.4,浦河沖,41°50.2′N,142°12.1′E,72 km,4.8,震度３
2009/12/29,21:06:16.6,千葉県東方沖,35°24.1′N,140°24.7′E,57 km,3.2,震度１
2009/12/29,16:08:08.5,茨城県沖,36°31.5′N,140°53.3′E,50 km,3.1,震度１
2009/12/29,12:04:12.9,埼玉県南部,36°01.0′N,139°31.8′E,57 km,3.7,震度１
2009/12/29,03:29:07.6,根室半島南東沖,43°16.7′N,146°09.9′E,45 km,3.5,震度１
2009/12/29,03:18:17.1,岩手県沖,40°07.5′N,142°28.0′E,35 km,3.9,震度１
2009/12/28,13:13:27.9,トカラ列島近海,28°02.5′N,128°28.3′E,81 km,4.6,震度１
2009/12/28,12:36:03.5,宮城県北部,38°48.5′N,140°48.5′E,5 km,2.0,震度１
2009/12/28,09:12:49.4,釧路地方中南部,43°10.4′N,144°38.6′E,85 km,5.0,震度４
2009/12/28,01:54:09.1,兵庫県南西部,34°54.2′N,134°44.7′E,13 km,3.0,震度１
2009/12/28,00:23:30.0,福島県沖,37°49.3′N,141°29.4′E,60 km,4.1,震度２
2009/12/27,19:29:39.6,茨城県南部,36°04.4′N,139°50.2′E,51 km,3.1,震度１
2009/12/27,18:54:20.1,静岡県伊豆地方,34°57.8′N,139°07.3′E,4 km,2.0,震度１
2009/12/27,06:26:53.9,岩手県内陸南部,39°07.5′N,140°55.9′E,7 km,3.4,震度１
2009/12/26,22:34:02.5,千葉県南部,35°15.1′N,140°18.3′E,14 km,2.2,震度１
2009/12/26,20:01:08.5,茨城県北部,36°28.5′N,140°31.2′E,57 km,3.3,震度１
2009/12/26,19:48:32.1,岐阜県美濃中西部,35°26.4′N,136°48.1′E,7 km,3.0,震度２
2009/12/26,10:16:34.5,北見地方,43°43.8′N,143°26.4′E,7 km,3.3,震度１
2009/12/26,03:02:54.0,長野県南部,35°52.2′N,137°37.7′E,8 km,2.2,震度１
2009/12/26,00:44:41.7,長野県南部,35°56.1′N,137°39.4′E,10 km,2.5,震度１
2009/12/25,20:06:26.9,山形県最上地方,38°47.7′N,140°35.0′E,4 km,2.4,震度２
2009/12/25,15:03:11.2,三宅島近海,34°05.6′N,139°30.4′E,0 km,1.5,震度１
2009/12/25,11:05:27.9,静岡県伊豆地方,34°58.0′N,139°07.7′E,6 km,2.0,震度１
2009/12/25,03:58:40.7,豊後水道,33°23.8′N,132°22.6′E,42 km,3.1,震度１
2009/12/25,01:33:44.8,岐阜県美濃中西部,35°45.5′N,137°06.8′E,11 km,3.2,震度２
2009/12/24,19:23:04.2,宮城県北部,38°28.1′N,141°10.0′E,12 km,2.9,震度２
2009/12/24,14:36:38.8,長野県北部,36°41.9′N,138°14.1′E,10 km,2.0,震度１
2009/12/24,11:49:07.8,根室半島南東沖,42°57.4′N,146°43.6′E,59 km,4.2,震度１
2009/12/24,09:23:35.5,日本海北部,42°07.0′N,135°02.8′E,387 km,6.1,震度２
2009/12/24,09:18:55.5,秋田県内陸南部,39°11.8′N,140°47.0′E,6 km,3.1,震度１
2009/12/24,07:22:31.3,千葉県南部,35°14.5′N,140°17.7′E,16 km,4.3,震度３
2009/12/24,06:01:31.7,千葉県南部,35°14.6′N,140°17.2′E,16 km,3.7,震度３
2009/12/24,05:16:20.1,静岡県伊豆地方,34°57.8′N,139°06.9′E,5 km,1.9,震度１
2009/12/24,02:11:53.5,静岡県伊豆地方,34°58.1′N,139°07.8′E,6 km,2.3,震度１
2009/12/24,02:10:15.7,静岡県伊豆地方,34°57.9′N,139°07.9′E,3 km,2.3,震度１
2009/12/24,01:25:44.3,奄美大島近海,28°34.8′N,129°26.4′E,14 km,3.4,震度１
2009/12/24,01:00:23.9,長野県南部,35°49.8′N,137°54.4′E,6 km,2.8,震度１
2009/12/23,18:33:59.0,熊本県熊本地方,32°46.8′N,130°52.8′E,10 km,2.6,震度１
2009/12/23,08:57:27.9,宮城県沖,38°47.0′N,141°36.2′E,70 km,3.5,震度１
2009/12/23,06:52:24.3,和歌山県北部,34°09.0′N,135°15.5′E,5 km,1.7,震度１
2009/12/23,05:22:17.6,静岡県伊豆地方,34°57.7′N,139°07.5′E,2 km,2.1,震度１
2009/12/22,22:49:14.1,能登半島沖,37°11.6′N,136°39.9′E,10 km,2.7,震度１
2009/12/22,18:26:04.8,宮城県沖,38°51.3′N,141°38.2′E,65 km,3.4,震度１
2009/12/22,16:28:50.2,茨城県南部,36°00.3′N,139°53.5′E,41 km,3.1,震度１
2009/12/22,05:49:40.8,千葉県北東部,35°24.5′N,140°23.6′E,58 km,3.4,震度１
2009/12/22,01:25:27.2,静岡県伊豆地方,34°57.9′N,139°07.5′E,5 km,2.8,震度２
2009/12/22,00:58:53.1,八丈島東方沖,32°53.4′N,140°46.0′E,54 km,3.9,震度１
2009/12/21,20:00:23.7,静岡県伊豆地方,34°57.9′N,139°07.7′E,5 km,2.5,震度１
2009/12/21,15:24:19.5,茨城県沖,36°10.9′N,140°57.2′E,44 km,3.2,震度１
2009/12/21,10:04:22.6,岩手県内陸南部,39°00.7′N,140°53.1′E,5 km,2.8,震度１
2009/12/21,06:22:06.1,静岡県伊豆地方,34°57.8′N,139°07.8′E,6 km,2.4,震度１
2009/12/21,05:31:50.3,トカラ列島近海,29°39.5′N,129°50.0′E,7 km,2.8,震度１
2009/12/21,05:23:23.7,静岡県伊豆地方,34°58.1′N,139°07.1′E,5 km,2.7,震度２
2009/12/21,03:31:31.2,茨城県北部,36°34.4′N,140°38.6′E,89 km,3.3,震度１
2009/12/20,23:30:25.3,青森県東方沖,40°59.5′N,143°16.1′E,44 km,4.7,震度２
2009/12/20,20:52:33.8,千葉県東方沖,35°50.2′N,140°53.9′E,34 km,3.8,震度２
2009/12/20,18:24:58.7,静岡県伊豆地方,34°56.9′N,139°05.5′E,3 km,2.2,震度１
2009/12/20,18:00:47.6,鹿児島県大隅地方,31°38.1′N,130°57.7′E,2 km,2.1,震度１
2009/12/20,17:49:36.3,静岡県伊豆地方,34°58.0′N,139°07.6′E,6 km,3.2,震度１
2009/12/20,16:45:10.3,静岡県伊豆地方,34°58.0′N,139°07.5′E,5 km,2.3,震度１
2009/12/20,11:42:25.2,静岡県伊豆地方,34°58.0′N,139°07.3′E,5 km,2.4,震度１
2009/12/20,10:54:25.3,静岡県伊豆地方,34°57.9′N,139°07.8′E,3 km,2.3,震度１
2009/12/20,10:23:10.1,静岡県伊豆地方,34°57.7′N,139°06.4′E,4 km,1.9,震度１
2009/12/20,10:06:31.8,静岡県伊豆地方,34°57.8′N,139°07.0′E,4 km,2.5,震度２
2009/12/20,09:54:22.9,静岡県伊豆地方,34°57.8′N,139°07.5′E,5 km,2.0,震度１
2009/12/20,09:45:25.7,静岡県伊豆地方,34°57.9′N,139°06.9′E,5 km,2.5,震度１
2009/12/20,04:33:37.1,静岡県伊豆地方,34°57.9′N,139°07.6′E,5 km,2.3,震度１
2009/12/20,01:51:42.5,静岡県伊豆地方,34°57.8′N,139°08.0′E,3 km,2.2,震度１
2009/12/19,22:59:07.5,静岡県伊豆地方,34°57.9′N,139°06.7′E,5 km,1.8,震度１
2009/12/19,22:47:39.0,静岡県伊豆地方,34°58.0′N,139°07.3′E,5 km,2.5,震度２
2009/12/19,22:27:53.0,伊豆半島東方沖,34°58.0′N,139°08.2′E,3 km,2.0,震度１
2009/12/19,22:12:37.6,伊豆半島東方沖,34°58.1′N,139°08.5′E,3 km,3.2,震度３
2009/12/19,22:10:54.5,静岡県伊豆地方,34°57.8′N,139°07.2′E,2 km,2.0,震度１
2009/12/19,22:09:39.1,静岡県伊豆地方,34°58.0′N,139°07.3′E,4 km,4.5,震度４
2009/12/19,22:07:49.0,静岡県伊豆地方,34°57.9′N,139°07.0′E,3 km,2.1,震度１
2009/12/19,22:04:53.1,静岡県伊豆地方,34°58.1′N,139°06.8′E,4 km,4.3,震度４
2009/12/19,22:02:15.5,台湾付近,23°46.6′N,121°38.8′E,32 km,6.7,震度３
2009/12/19,20:46:47.0,長野県南部,35°52.7′N,137°39.9′E,11 km,3.1,震度２
2009/12/19,20:34:50.6,静岡県伊豆地方,34°57.9′N,139°07.7′E,3 km,2.3,震度１
2009/12/19,19:33:01.4,静岡県伊豆地方,34°58.2′N,139°07.2′E,5 km,2.0,震度１
2009/12/19,19:18:48.4,静岡県伊豆地方,34°58.0′N,139°07.4′E,5 km,2.2,震度１
2009/12/19,19:14:07.8,静岡県伊豆地方,34°58.0′N,139°07.3′E,4 km,2.4,震度１
2009/12/19,18:22:39.7,静岡県伊豆地方,34°58.0′N,139°07.2′E,6 km,1.8,震度１
2009/12/19,18:11:42.8,静岡県伊豆地方,34°58.4′N,139°07.7′E,4 km,3.9,震度３
2009/12/19,17:57:41.9,静岡県伊豆地方,34°58.9′N,139°06.2′E,5 km,1.9,震度１
2009/12/19,17:51:18.4,静岡県伊豆地方,34°58.0′N,139°06.9′E,6 km,1.9,震度１
2009/12/19,17:36:48.3,静岡県伊豆地方,34°58.0′N,139°07.2′E,5 km,2.5,震度２
2009/12/19,17:35:10.0,静岡県伊豆地方,34°58.1′N,139°07.5′E,6 km,2.7,震度２
2009/12/19,17:31:27.3,静岡県伊豆地方,34°58.1′N,139°07.3′E,4 km,2.1,震度１
2009/12/19,17:25:44.3,静岡県伊豆地方,34°58.1′N,139°07.2′E,5 km,2.1,震度１
2009/12/19,17:17:30.7,静岡県伊豆地方,34°57.9′N,139°07.5′E,5 km,2.8,震度２
2009/12/19,17:16:05.8,静岡県伊豆地方,34°58.2′N,139°07.7′E,4 km,1.7,震度１
2009/12/19,17:10:03.3,静岡県伊豆地方,34°57.9′N,139°07.4′E,4 km,2.2,震度１
2009/12/19,17:07:48.9,静岡県伊豆地方,34°57.9′N,139°07.2′E,5 km,2.8,震度２
2009/12/19,17:05:09.4,静岡県伊豆地方,34°58.0′N,139°07.6′E,5 km,2.2,震度１
2009/12/19,17:02:36.9,静岡県伊豆地方,34°57.7′N,139°07.4′E,6 km,2.1,震度１
2009/12/19,17:00:21.1,静岡県伊豆地方,34°58.0′N,139°07.2′E,4 km,2.3,震度１
2009/12/19,16:57:35.6,静岡県伊豆地方,34°58.0′N,139°07.2′E,5 km,2.0,震度１
2009/12/19,16:56:22.2,静岡県伊豆地方,34°57.8′N,139°07.8′E,5 km,2.5,震度２
2009/12/19,16:53:54.5,静岡県伊豆地方,34°57.9′N,139°07.5′E,5 km,1.8,震度１
2009/12/19,16:52:08.5,静岡県伊豆地方,34°57.9′N,139°07.4′E,5 km,2.5,震度２
2009/12/19,16:51:16.9,静岡県伊豆地方,34°58.2′N,139°07.6′E,4 km,2.1,震度１
2009/12/19,16:50:08.2,静岡県伊豆地方,34°57.9′N,139°07.5′E,4 km,2.0,震度１
2009/12/19,16:45:39.3,静岡県伊豆地方,34°58.0′N,139°07.6′E,4 km,2.1,震度１
2009/12/19,16:44:46.9,静岡県伊豆地方,34°57.9′N,139°07.7′E,4 km,1.6,震度１
2009/12/19,16:38:39.1,静岡県伊豆地方,34°57.8′N,139°07.4′E,5 km,1.7,震度１
2009/12/19,14:42:28.7,静岡県伊豆地方,34°58.1′N,139°07.4′E,4 km,2.3,震度１
2009/12/19,14:12:13.1,静岡県伊豆地方,34°57.9′N,139°08.0′E,5 km,2.3,震度１
2009/12/19,14:03:09.1,静岡県伊豆地方,34°58.6′N,139°07.1′E,4 km,4.0,震度３
2009/12/19,13:51:59.6,静岡県伊豆地方,34°57.5′N,139°05.6′E,4 km,2.9,震度１
2009/12/19,13:47:54.1,静岡県伊豆地方,34°57.8′N,139°07.5′E,5 km,2.5,震度１
2009/12/19,12:59:30.1,静岡県伊豆地方,34°57.8′N,139°08.1′E,4 km,2.3,震度１
2009/12/19,12:35:39.9,伊豆半島東方沖,34°58.3′N,139°08.4′E,4 km,2.4,震度１
2009/12/19,12:26:45.6,静岡県伊豆地方,34°57.7′N,139°08.1′E,4 km,2.3,震度１
2009/12/19,12:24:55.9,静岡県伊豆地方,34°57.6′N,139°08.0′E,4 km,2.3,震度１
2009/12/19,12:21:19.6,伊豆半島東方沖,34°58.4′N,139°08.6′E,3 km,2.1,震度１
2009/12/19,12:20:34.5,静岡県伊豆地方,34°57.7′N,139°08.0′E,4 km,2.1,震度１
2009/12/19,12:15:01.8,伊豆半島東方沖,34°58.0′N,139°08.1′E,3 km,3.2,震度２
2009/12/19,12:11:12.5,静岡県伊豆地方,34°57.8′N,139°08.0′E,3 km,2.9,震度２
2009/12/19,12:06:28.4,静岡県伊豆地方,34°57.8′N,139°07.8′E,2 km,3.2,震度３
2009/12/19,11:49:16.0,静岡県伊豆地方,34°57.6′N,139°07.9′E,4 km,2.0,震度１
2009/12/19,11:28:00.1,静岡県伊豆地方,34°57.9′N,139°07.1′E,4 km,1.9,震度１
2009/12/19,11:22:13.6,静岡県伊豆地方,34°58.0′N,139°07.5′E,3 km,2.4,震度１
2009/12/19,10:49:35.2,熊本県天草・芦北地方,32°19.2′N,130°31.6′E,7 km,3.6,震度２
2009/12/19,09:51:46.5,静岡県伊豆地方,34°57.9′N,139°07.6′E,5 km,1.8,震度１
