地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
1959/12/31,06:49,詳細不明,34°14.0′N,135°10.0′E,0 km,不明,震度１
1959/12/30,19:19,詳細不明,31°55.0′N,131°25.0′E,0 km,不明,震度２
1959/12/30,02:54:48.3,紀伊水道,33°47.1′N,134°42.9′E,24 km,3.8,震度１
1959/12/30,02:25,詳細不明,42°18.0′N,143°19.0′E,0 km,不明,震度１
1959/12/29,04:34:16.4,房総半島南方沖,33°48.0′N,140°14.1′E,5 km,不明,震度１
1959/12/27,23:28:07.7,鳥取県沖,35°45.7′N,134°19.2′E,1 km,不明,震度２
1959/12/27,21:48,詳細不明,24°23.0′N,123°45.0′E,0 km,不明,震度１
1959/12/27,20:37,詳細不明,31°33.0′N,130°33.0′E,0 km,不明,震度１
1959/12/26,05:40:44.4,青森県東方沖,40°57.6′N,142°09.2′E,30 km,4.5,震度２
1959/12/25,05:18,詳細不明,28°23.0′N,129°30.0′E,0 km,不明,震度１
1959/12/25,02:02:12.8,和歌山県南部,33°40.7′N,135°21.5′E,8 km,不明,震度２
1959/12/24,23:50,詳細不明,28°23.0′N,129°30.0′E,0 km,不明,震度１
1959/12/24,19:33,詳細不明,28°23.0′N,129°30.0′E,0 km,不明,震度１
1959/12/24,19:24,詳細不明,28°23.0′N,129°30.0′E,0 km,不明,震度３
1959/12/24,19:22,詳細不明,28°23.0′N,129°30.0′E,0 km,不明,震度３
1959/12/24,15:27:45.9,浦河沖,42°14.1′N,142°27.8′E,79 km,不明,震度１
1959/12/24,13:58,詳細不明,28°23.0′N,129°30.0′E,0 km,不明,震度３
1959/12/24,09:25,詳細不明,28°23.0′N,129°30.0′E,0 km,不明,震度２
1959/12/24,09:02,詳細不明,28°23.0′N,129°30.0′E,0 km,不明,震度２
1959/12/23,21:05,詳細不明,28°23.0′N,129°30.0′E,0 km,不明,震度１
1959/12/23,20:28,詳細不明,28°23.0′N,129°30.0′E,0 km,不明,震度２
1959/12/23,16:35,詳細不明,24°20.0′N,124°10.0′E,0 km,不明,震度１
1959/12/23,16:25,詳細不明,24°23.0′N,123°45.0′E,0 km,不明,震度１
1959/12/23,16:05,詳細不明,33°51.0′N,134°06.0′E,0 km,不明,震度１
1959/12/23,02:20:24.1,福島県沖,37°45.5′N,141°47.7′E,44 km,5.7,震度３
1959/12/23,00:54,詳細不明,36°57.0′N,140°54.0′E,0 km,不明,震度１
1959/12/22,14:22:17.6,陸奥湾,41°08.4′N,140°55.2′E,4 km,4.3,震度１
1959/12/22,12:45,詳細不明,32°49.0′N,130°43.0′E,0 km,不明,震度２
1959/12/21,13:54:05.4,高知県中部,33°38.4′N,133°48.8′E,14 km,4.6,震度２
1959/12/20,17:57:41.0,茨城県南部,36°05.2′N,139°57.1′E,42 km,3.8,震度２
1959/12/20,05:30:28.8,愛知県東部,35°09.2′N,137°32.7′E,41 km,不明,震度１
1959/12/18,16:02:33.0,茨城県北部,36°28.6′N,140°35.4′E,56 km,4.6,震度２
1959/12/18,03:20,詳細不明,34°14.0′N,135°10.0′E,0 km,不明,震度１
1959/12/17,14:04:50.5,岩手県沖,40°01.7′N,142°35.4′E,28 km,5.3,震度２
1959/12/16,20:50:32.8,岐阜県美濃東部,35°18.7′N,137°20.5′E,42 km,3.8,震度２
1959/12/16,10:25,詳細不明,34°51.0′N,133°02.0′E,0 km,不明,震度１
1959/12/16,06:20:22.3,詳細不明,39°39.0′N,141°58.0′E,0 km,不明,震度１
