地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
1979/12/31,11:47:51.2,三陸沖,40°17.0′N,144°15.0′E,50 km,5.2,震度１
1979/12/30,17:55:05.0,山梨県中・西部,35°44.0′N,138°13.0′E,10 km,2.8,震度１
1979/12/30,09:12:17.5,駿河湾,34°54.0′N,138°24.0′E,20 km,2.5,震度１
1979/12/30,00:06:06.5,日高地方東部,42°14.0′N,143°02.0′E,70 km,5.6,震度４
1979/12/28,23:54:03.3,兵庫県南西部,34°55.0′N,134°22.0′E,20 km,5.0,震度３
1979/12/28,07:39:22.0,長野県中部,36°25.0′N,138°04.0′E,10 km,1.7,震度１
1979/12/28,05:59,詳細不明,32°53.0′N,131°05.0′E,0 km,不明,震度１
1979/12/28,00:18,詳細不明,34°45.0′N,139°22.0′E,0 km,不明,震度２
1979/12/28,00:17,詳細不明,34°45.0′N,139°22.0′E,0 km,不明,震度２
1979/12/27,22:45:40.0,茨城県沖,35°56.0′N,141°31.0′E,30 km,5.2,震度２
1979/12/26,06:24:53.4,国後島付近,43°51.0′N,146°17.0′E,50 km,3.4,震度１
1979/12/26,05:49:21.2,北海道東方沖,43°29.0′N,146°30.0′E,60 km,4.1,震度２
1979/12/26,00:35:05.1,埼玉県南部,35°54.0′N,139°32.0′E,90 km,3.7,震度１
1979/12/25,06:07:10.5,十勝沖,42°21.0′N,143°58.0′E,50 km,4.1,震度２
1979/12/25,03:24:22.0,八丈島東方沖,33°22.0′N,141°41.0′E,60 km,5.2,震度１
1979/12/24,21:07:13.0,千葉県東方沖,35°36.0′N,141°12.0′E,30 km,3.7,震度１
1979/12/24,20:21:16.0,和歌山県北部,34°13.0′N,135°11.0′E,0 km,1.5,震度１
1979/12/24,19:08:11.7,根室半島南東沖,43°06.0′N,145°28.0′E,80 km,2.8,震度１
1979/12/24,09:30:53.0,釧路地方中南部,43°18.0′N,144°23.0′E,110 km,3.4,震度１
1979/12/22,06:09:22.5,新潟県下越地方,37°50.0′N,139°15.0′E,10 km,3.5,震度１
1979/12/21,20:22:33.3,淡路島付近,34°16.0′N,134°48.0′E,0 km,2.4,震度１
1979/12/21,02:00:06.7,長野県中部,36°24.0′N,138°03.0′E,10 km,3.7,震度１
1979/12/20,22:24:37.2,長野県中部,36°31.0′N,138°17.0′E,10 km,不明,震度１
1979/12/20,07:12:52.2,長野県北部,36°45.0′N,138°11.0′E,10 km,2.1,震度１
1979/12/19,21:58:26.5,茨城県沖,36°06.0′N,141°11.0′E,30 km,4.4,震度１
1979/12/19,20:41:43.2,茨城県沖,36°26.0′N,141°11.0′E,50 km,5.0,震度３
1979/12/19,10:52:09.2,伊豆半島東方沖,34°54.0′N,139°13.0′E,10 km,3.4,震度２
1979/12/18,14:24:37.0,詳細不明,36°32.0′N,138°13.0′E,0 km,不明,震度１
1979/12/18,03:13,詳細不明,41°49.0′N,140°45.0′E,0 km,不明,震度１
1979/12/17,16:20:34.2,宮城県沖,38°44.0′N,142°00.0′E,60 km,4.2,震度３
1979/12/17,09:50:43.2,詳細不明,36°32.0′N,138°13.0′E,0 km,不明,震度１
1979/12/17,08:23:49.2,茨城県北部,36°28.0′N,140°35.0′E,60 km,4.3,震度３
1979/12/17,07:04:03.0,宮城県沖,38°49.0′N,141°52.0′E,60 km,2.4,震度１
1979/12/17,05:22:04.5,宮城県沖,38°23.0′N,141°45.0′E,50 km,3.9,震度１
1979/12/16,07:39:37.4,根室半島南東沖,43°03.0′N,146°51.0′E,50 km,4.8,震度２
1979/12/16,06:41:01.9,山梨県東部・富士五湖,35°31.0′N,138°57.0′E,20 km,3.4,震度１
1979/12/16,02:44:08.5,宮古島近海,25°19.0′N,125°23.0′E,110 km,4.8,震度１
1979/12/15,22:46:14.1,択捉島南東沖,44°17.0′N,148°00.0′E,0 km,5.2,震度１
1979/12/15,12:27:20.7,千葉県北東部,35°31.0′N,140°22.0′E,80 km,4.2,震度１
1979/12/14,17:23:13.0,岩手県沖,40°11.0′N,142°19.0′E,30 km,3.5,震度１
1979/12/14,16:45:04.0,茨城県沖,36°45.0′N,141°20.0′E,40 km,3.8,震度１
1979/12/14,16:19:14.2,釧路沖,42°45.0′N,144°29.0′E,70 km,5.5,震度４
1979/12/13,11:47,詳細不明,34°45.0′N,139°22.0′E,0 km,不明,震度２
1979/12/13,10:46:23.7,茨城県沖,36°36.0′N,140°55.0′E,50 km,3.7,震度２
1979/12/12,02:26:17.6,鳥島近海,29°02.0′N,141°28.0′E,160 km,6.3,震度３
1979/12/12,00:35:26.4,茨城県北部,36°27.0′N,140°34.0′E,60 km,3.0,震度１
1979/12/11,17:25:50.4,鹿児島県薩摩地方,32°00.0′N,130°35.0′E,20 km,3.6,震度１
1979/12/11,17:04:13.6,日向灘,32°33.0′N,132°13.0′E,30 km,4.8,震度３
1979/12/09,22:36:25.7,長野県北部,36°37.0′N,138°14.0′E,0 km,1.2,震度１
1979/12/09,19:10:39.7,奄美大島北西沖,28°42.0′N,128°29.0′E,20 km,4.9,震度１
1979/12/04,10:15:50.1,日高地方東部,42°25.0′N,142°52.0′E,110 km,3.5,震度１
1979/12/02,18:44:57.9,茨城県沖,36°16.0′N,141°36.0′E,30 km,4.8,震度２
1979/12/02,18:43:51.7,釧路沖,42°58.0′N,145°07.0′E,80 km,3.5,震度１
1979/12/02,08:12:28.3,長野県中部,36°13.0′N,137°59.0′E,10 km,不明,震度２
1979/11/30,17:28:17.5,青森県東方沖,40°43.0′N,142°18.0′E,30 km,4.0,震度１
1979/11/29,22:00:12.5,大隅半島東方沖,31°21.0′N,131°51.0′E,20 km,4.4,震度１
1979/11/29,15:19:22.5,大分県西部,33°13.0′N,131°05.0′E,0 km,4.3,震度２
1979/11/28,18:13:35.0,八丈島東方沖,33°09.0′N,140°50.0′E,60 km,4.4,震度１
1979/11/28,03:14:32.6,択捉島南東沖,44°16.0′N,147°42.0′E,0 km,4.9,震度１
1979/11/27,08:50:25.8,詳細不明,36°32.0′N,138°13.0′E,0 km,不明,震度１
1979/11/27,08:03,詳細不明,27°05.0′N,142°12.0′E,0 km,不明,震度１
1979/11/26,08:12:52.5,福島県会津,37°19.0′N,139°56.0′E,10 km,2.7,震度１
1979/11/25,19:15:23.0,茨城県沖,36°41.0′N,141°00.0′E,90 km,5.3,震度３
1979/11/25,08:33:49.1,釧路沖,42°43.0′N,145°22.0′E,30 km,4.6,震度２
1979/11/24,16:40:42.5,奄美大島近海,27°52.0′N,128°56.0′E,20 km,4.1,震度１
1979/11/23,15:41:36.5,茨城県沖,36°17.0′N,141°06.0′E,50 km,3.5,震度１
1979/11/23,08:48:08.2,茨城県南部,36°07.0′N,139°52.0′E,60 km,3.1,震度１
1979/11/22,19:21:30.0,日高地方中部,42°22.0′N,142°26.0′E,50 km,4.0,震度１
1979/11/22,11:36:49.5,茨城県南部,36°04.0′N,139°56.0′E,50 km,2.7,震度１
1979/11/21,08:36:05.0,大阪府南部,34°19.0′N,135°19.0′E,10 km,3.8,震度１
1979/11/21,01:59,詳細不明,34°14.0′N,135°10.0′E,0 km,不明,震度１
1979/11/19,04:55,詳細不明,40°39.0′N,139°56.0′E,0 km,不明,震度１
1979/11/19,04:44,詳細不明,40°39.0′N,139°56.0′E,0 km,不明,震度２
1979/11/19,03:11:19.0,福島県沖,37°31.0′N,141°24.0′E,60 km,4.5,震度２
1979/11/17,20:36:54.7,静岡県中部,34°52.0′N,138°15.0′E,30 km,2.8,震度１
1979/11/16,10:58:49.2,長野県中部,36°25.0′N,138°06.0′E,0 km,3.9,震度３
1979/11/16,09:44:12.0,千葉県東方沖,35°36.0′N,141°00.0′E,40 km,4.2,震度２
1979/11/16,05:57:20.0,新潟県上中越沖,37°15.0′N,138°02.0′E,20 km,4.3,震度３
1979/11/16,05:17:53.7,宮城県沖,38°20.0′N,141°48.0′E,50 km,3.4,震度１
1979/11/15,23:31:09.5,三重県南部,34°12.0′N,136°10.0′E,40 km,2.9,震度１
1979/11/14,21:21:11.9,愛媛県南予,33°32.0′N,132°40.0′E,0 km,2.7,震度１
1979/11/13,12:32:40.1,国後島付近,43°37.0′N,146°18.0′E,80 km,4.6,震度３
1979/11/13,00:41:46.7,奈良県,34°10.0′N,135°38.0′E,70 km,4.8,震度３
1979/11/11,19:37,詳細不明,32°44.0′N,130°16.0′E,0 km,不明,震度２
1979/11/10,20:17:02.7,青森県津軽南部,40°37.0′N,139°53.0′E,10 km,3.8,震度３
1979/11/08,19:46:09.0,青森県東方沖,40°55.0′N,141°50.0′E,70 km,3.2,震度１
1979/11/06,12:45:44.0,千葉県東方沖,35°10.0′N,141°00.0′E,20 km,4.1,震度１
1979/11/04,11:37,詳細不明,40°39.0′N,139°56.0′E,0 km,不明,震度１
1979/11/03,00:37:22.0,沖縄本島近海,26°07.0′N,127°30.0′E,30 km,不明,震度１
1979/11/01,19:45:54.1,福島県沖,37°36.0′N,141°34.0′E,60 km,3.9,震度１
1979/11/01,19:29:36.1,長野県北部,36°35.0′N,138°17.0′E,10 km,1.9,震度２
1979/11/01,14:37,詳細不明,27°05.0′N,142°12.0′E,0 km,不明,震度１
1979/10/31,22:14:23.2,沖縄本島近海,26°12.0′N,127°23.0′E,0 km,4.1,震度２
1979/10/31,16:03:19.5,沖縄本島近海,26°04.0′N,127°28.0′E,30 km,4.0,震度１
1979/10/31,15:22,詳細不明,26°12.0′N,127°41.0′E,0 km,不明,震度１
1979/10/30,17:31:38.4,有明海,33°02.0′N,130°19.0′E,10 km,3.4,震度１
1979/10/30,14:14,詳細不明,28°23.0′N,129°30.0′E,0 km,不明,震度１
1979/10/29,08:29:21.5,岩手県沖,40°06.0′N,142°26.0′E,30 km,5.0,震度２
1979/10/29,04:18:32.5,津軽海峡,41°40.0′N,140°44.0′E,10 km,3.4,震度２
1979/10/28,16:13:32.5,和歌山県北部,34°13.0′N,135°10.0′E,10 km,2.4,震度１
1979/10/28,14:39:35.2,千葉県東方沖,35°07.0′N,140°45.0′E,90 km,5.4,震度４
1979/10/28,12:55,詳細不明,40°39.0′N,139°56.0′E,0 km,不明,震度２
1979/10/27,12:54,詳細不明,24°47.0′N,125°17.0′E,0 km,不明,震度１
1979/10/26,22:13:17.8,和歌山県北部,34°16.0′N,135°11.0′E,10 km,1.8,震度１
1979/10/25,13:10:07.0,和歌山県北部,34°11.0′N,135°10.0′E,0 km,不明,震度１
1979/10/25,05:58:28.5,駿河湾,34°51.0′N,138°21.0′E,30 km,2.6,震度１
1979/10/25,05:42:14.0,豊後水道,32°58.0′N,132°17.0′E,30 km,4.5,震度１
1979/10/24,18:38:39.5,青森県東方沖,41°29.0′N,142°01.0′E,70 km,4.4,震度１
1979/10/22,16:03:11.0,浦河沖,41°57.0′N,142°16.0′E,70 km,4.3,震度２
1979/10/22,05:08:23.7,和歌山県北部,34°15.0′N,135°13.0′E,0 km,2.1,震度１
1979/10/19,16:54:12.5,福島県沖,37°04.0′N,141°13.0′E,50 km,3.6,震度１
1979/10/19,01:47:53.2,瀬戸内海中部,34°16.0′N,133°23.0′E,20 km,2.9,震度１
1979/10/17,21:31:38.1,北海道東方沖,44°02.0′N,147°41.0′E,0 km,5.2,震度２
1979/10/17,14:43:04.9,マリアナ諸島,18°30.0′N,145°31.0′E,600 km,7.4,震度１
1979/10/17,13:11:27.0,青森県津軽南部,40°32.0′N,139°58.0′E,10 km,3.1,震度３
1979/10/17,10:59:48.6,北海道東方沖,43°43.0′N,147°15.0′E,0 km,4.9,震度１
1979/10/17,07:12,詳細不明,40°39.0′N,139°56.0′E,0 km,不明,震度１
1979/10/16,20:36:24.0,青森県西方沖,40°34.0′N,139°45.0′E,0 km,3.5,震度３
1979/10/16,07:45:59.0,滋賀県北部,35°17.0′N,135°53.0′E,10 km,5.0,震度３
1979/10/14,10:29:55.2,千葉県東方沖,35°37.0′N,141°08.0′E,30 km,3.8,震度１
1979/10/14,02:32,詳細不明,35°44.0′N,140°52.0′E,0 km,不明,震度１
1979/10/13,21:45:29.0,千葉県東方沖,35°49.0′N,140°52.0′E,30 km,5.0,震度３
1979/10/13,20:48:36.5,伊豆半島東方沖,34°53.0′N,139°09.0′E,0 km,3.2,震度１
1979/10/13,16:30:00.4,兵庫県南西部,34°56.0′N,134°48.0′E,10 km,4.3,震度１
1979/10/13,11:50:04.2,岩手県沖,39°51.0′N,142°54.0′E,30 km,4.1,震度１
1979/10/13,05:07:27.2,佐渡付近,38°07.0′N,138°02.0′E,20 km,4.5,震度２
1979/10/12,15:55:37.0,和歌山県南方沖,32°38.0′N,136°13.0′E,440 km,5.3,震度２
1979/10/11,17:46:20.7,岩手県沖,40°03.0′N,142°07.0′E,50 km,4.3,震度３
1979/10/11,07:11:52.7,岩手県沖,40°18.0′N,142°04.0′E,40 km,3.4,震度１
1979/10/11,05:51,詳細不明,34°14.0′N,135°10.0′E,0 km,不明,震度１
1979/10/11,01:30:43.9,日向灘,32°00.0′N,132°06.0′E,40 km,4.2,震度１
1979/10/09,14:18:49.2,茨城県南部,36°09.0′N,139°50.0′E,50 km,4.1,震度２
1979/10/09,14:08:07.5,茨城県沖,36°09.0′N,142°02.0′E,40 km,4.5,震度１
1979/10/08,10:34:23.6,茨城県沖,36°23.0′N,141°21.0′E,50 km,3.9,震度１
1979/10/07,23:31,詳細不明,24°20.0′N,124°10.0′E,0 km,不明,震度１
1979/10/07,20:37:03.5,長野県北部,36°22.0′N,137°38.0′E,0 km,4.2,震度１
1979/10/07,18:43:14.6,茨城県北部,36°32.0′N,140°28.0′E,70 km,2.6,震度１
