地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
1927/12/31,21:32,詳細不明,42°59.0′N,144°24.0′E,0 km,不明,震度１
1927/12/31,16:44,詳細不明,34°14.0′N,135°10.0′E,0 km,不明,震度１
1927/12/31,14:50:47.2,埼玉県北部,36°04.5′N,139°18.4′E,132 km,5.4,震度３
1927/12/31,14:47,詳細不明,35°59.0′N,139°05.0′E,0 km,不明,震度２
1927/12/31,14:35,詳細不明,36°44.0′N,139°30.0′E,0 km,不明,震度２
1927/12/31,08:24:59.4,択捉島付近,44°37.3′N,147°30.1′E,2 km,6.0,震度３
1927/12/31,07:24:38.0,青森県東方沖,41°12.3′N,142°13.1′E,37 km,5.1,震度１
1927/12/31,00:17,詳細不明,43°20.0′N,145°35.0′E,0 km,不明,震度２
1927/12/30,16:20:14.0,紀伊水道,34°05.1′N,134°59.1′E,11 km,不明,震度２
1927/12/30,13:52,詳細不明,35°32.0′N,134°50.0′E,0 km,不明,震度１
1927/12/30,02:59:40.0,紀伊水道,34°07.2′N,135°05.9′E,32 km,2.6,震度１
1927/12/29,20:49:39.2,京都府北部,35°32.3′N,135°05.4′E,5 km,2.7,震度１
1927/12/29,15:59,詳細不明,34°14.0′N,132°33.0′E,0 km,不明,震度３
1927/12/28,23:33:25.1,茨城県沖,36°15.5′N,141°51.5′E,60 km,5.4,震度１
1927/12/28,12:35,詳細不明,35°32.0′N,134°50.0′E,0 km,不明,震度１
1927/12/26,23:31,詳細不明,32°44.0′N,129°52.0′E,0 km,不明,震度１
1927/12/26,18:41,詳細不明,32°49.0′N,130°43.0′E,0 km,不明,震度１
1927/12/24,06:33,詳細不明,36°14.0′N,140°12.0′E,0 km,不明,震度１
1927/12/23,18:13,詳細不明,34°14.0′N,135°10.0′E,0 km,不明,震度１
1927/12/23,02:43,詳細不明,35°24.0′N,136°46.0′E,0 km,不明,震度１
1927/12/22,20:42,詳細不明,35°32.0′N,134°50.0′E,0 km,不明,震度１
1927/12/22,11:51,詳細不明,36°23.0′N,140°28.0′E,0 km,不明,震度１
1927/12/22,05:01,詳細不明,28°23.0′N,129°30.0′E,0 km,不明,震度１
1927/12/21,13:18,詳細不明,36°14.0′N,140°12.0′E,0 km,不明,震度１
1927/12/21,12:20,詳細不明,34°14.0′N,135°10.0′E,0 km,不明,震度１
1927/12/21,11:48:50.6,紀伊水道,34°13.5′N,135°07.4′E,24 km,不明,震度１
1927/12/21,02:54,詳細不明,35°24.0′N,136°46.0′E,0 km,不明,震度１
1927/12/19,02:56:23.8,三陸沖,40°04.6′N,144°15.9′E,25 km,5.2,震度１
1927/12/18,23:24,詳細不明,35°24.0′N,136°46.0′E,0 km,不明,震度１
1927/12/17,14:28,詳細不明,35°32.0′N,135°12.0′E,0 km,不明,震度１
1927/12/17,09:47,詳細不明,34°14.0′N,135°10.0′E,0 km,不明,震度１
1927/12/16,10:11:53.8,茨城県沖,36°27.2′N,140°47.1′E,20 km,3.6,震度１
1927/12/16,02:11,詳細不明,34°14.0′N,135°10.0′E,0 km,不明,震度１
1927/12/13,06:13,詳細不明,34°14.0′N,135°10.0′E,0 km,不明,震度１
1927/12/12,06:20,詳細不明,36°23.0′N,140°28.0′E,0 km,不明,震度１
1927/12/12,04:20,詳細不明,24°20.0′N,124°10.0′E,0 km,不明,震度１
1927/12/11,22:12:45.9,宮崎県北部山沿い,32°10.6′N,131°15.3′E,111 km,4.1,震度１
1927/12/11,12:21,詳細不明,34°14.0′N,135°10.0′E,0 km,不明,震度１
1927/12/11,04:51,詳細不明,34°14.0′N,135°10.0′E,0 km,不明,震度１
1927/12/11,04:48:34.0,内浦湾,42°09.7′N,140°44.0′E,128 km,5.1,震度３
1927/12/10,11:44:24.0,新潟県下越地方,37°55.3′N,139°15.1′E,173 km,5.5,震度２
1927/12/09,09:35,詳細不明,34°14.0′N,135°10.0′E,0 km,不明,震度１
1927/12/09,09:27,詳細不明,34°14.0′N,135°10.0′E,0 km,不明,震度１
1927/12/08,23:39,詳細不明,24°20.0′N,124°10.0′E,0 km,不明,震度１
1927/12/08,08:12:06.2,栃木県南部,36°22.4′N,139°51.3′E,31 km,不明,震度１
1927/12/08,02:14:05,詳細不明,35°32.0′N,135°12.0′E,0 km,不明,震度１
1927/12/08,01:18:13.3,京都府北部,35°31.8′N,135°05.3′E,6 km,3.1,震度１
1927/12/07,22:05,詳細不明,36°23.0′N,140°28.0′E,0 km,不明,震度１
1927/12/07,21:32,詳細不明,36°13.0′N,140°06.0′E,0 km,不明,震度１
1927/12/07,18:41:52.1,栃木県北部,36°49.7′N,139°33.4′E,34 km,不明,震度１
1927/12/07,18:36,詳細不明,36°23.0′N,140°28.0′E,0 km,不明,震度１
