地震の発生日時,震央地名,緯度,経度,深さ,Ｍ,最大震度
2024/12/22 00:01:00.4,能登半島沖,37.07666666666667,136.68,7,1,-
2024/12/22 00:04:16.3,岩手県沖,39.13,142.34833333333333,30,1.8,-
2024/12/22 00:05:17.2,石川県西方沖,37.035,136.37166666666667,11,3.3,-
2024/12/22 00:06:02.6,秋田県内陸北部,40.038333333333334,140.54166666666666,7,0.8,-
2024/12/22 00:06:49.7,三重県南東沖,33.72666666666667,137.62333333333333,336,3.1,-
2024/12/22 00:07:51.6,石川県西方沖,37.03333333333333,136.37166666666667,11,2.9,-
2024/12/22 00:08:33.1,三陸沖,39.33166666666666,144.505,27,0.9,-
2024/12/22 00:10:01.3,秋田県内陸北部,40.038333333333334,140.54,7,1.1,-
2024/12/22 00:11:45.7,伊予灘,33.685,132.45666666666668,42,1.1,-
2024/12/22 00:18:13.7,福島県沖,37.416666666666664,141.335,35,1.4,-
2024/12/22 00:21:25.5,紀伊水道,34.17166666666667,135.14833333333334,9,0.5,-
2024/12/22 00:22:54.4,長野県北部,36.775,137.80833333333334,1,0,-
2024/12/22 00:23:36.9,岩手県沖,39.46,142.60833333333332,23,1.1,-
2024/12/22 00:24:54.1,日向灘,31.813333333333333,131.88666666666666,22,1.5,-
2024/12/22 00:29:34.4,石川県能登地方,37.266666666666666,136.74166666666667,5,0.5,-
2024/12/22 00:34:02.9,豊後水道,33.17166666666667,132.14666666666668,44,1.1,-
2024/12/22 00:40:59.0,和歌山県北部,34.135,135.16833333333332,6,0.6,-
2024/12/22 00:53:06.8,浦河沖,41.928333333333335,142.30166666666668,70,3.1,-
2024/12/22 00:57:57.2,長野県南部,35.92166666666667,137.65833333333333,7,-10.1,-
2024/12/22 01:04:17.1,薩摩半島西方沖,31.601666666666667,130.1,10,1.1,-
2024/12/22 01:06:04.5,三重県南部,34.29333333333334,136.27166666666668,7,0.2,-
2024/12/22 01:07:22.5,福井県嶺北,36.06,136.38833333333332,7,1.6,-
