地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
1968/05/22,23:50:09.4,青森県東方沖,41°30.4′N,142°53.5′E,57 km,5.0,震度１
1968/05/22,23:47:51.8,青森県東方沖,41°28.5′N,143°01.5′E,56 km,4.5,震度１
1968/05/22,22:37:31.1,浦河沖,41°41.7′N,142°37.1′E,61 km,不明,震度１
1968/05/22,20:23:36.3,青森県東方沖,41°22.6′N,142°48.5′E,60 km,4.7,震度２
1968/05/22,19:51:54.2,青森県東方沖,41°30.6′N,142°58.3′E,62 km,5.9,震度３
1968/05/22,18:12,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1968/05/22,18:10,詳細不明,36°33.0′N,138°12.0′E,0 km,不明,震度１
1968/05/22,14:03:19.7,青森県東方沖,41°27.3′N,142°52.1′E,0 km,4.7,震度２
1968/05/22,13:16:16.3,青森県東方沖,41°34.9′N,142°44.4′E,41 km,4.7,震度１
1968/05/22,01:04:23.3,青森県東方沖,41°32.9′N,142°34.4′E,51 km,4.5,震度１
1968/05/22,00:27:59.0,十勝沖,41°04.6′N,143°43.7′E,55 km,5.1,震度１
1968/05/22,00:10:12.7,青森県東方沖,41°24.9′N,143°03.7′E,11 km,5.2,震度２
