地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
1948年08月,日時分不明データ,不明,不明,不明,不明,震度１
1948年08月,日時分不明データ,不明,不明,不明,不明,震度１
1948年08月,日時分不明データ,不明,不明,不明,不明,震度１
1948年08月,日時分不明データ,不明,不明,不明,不明,震度１
1948年08月,日時分不明データ,不明,不明,不明,不明,震度１
1948年08月,日時分不明データ,不明,不明,不明,不明,震度１
1948年08月,日時分不明データ,不明,不明,不明,不明,震度１
1948年08月,日時分不明データ,不明,不明,不明,不明,震度１
1948年08月,日時分不明データ,不明,不明,不明,不明,震度１
1948年08月,日時分不明データ,不明,不明,不明,不明,震度１
1948年08月,日時分不明データ,不明,不明,不明,不明,震度１
1948年08月,日時分不明データ,不明,不明,不明,不明,震度１
1948年08月,日時分不明データ,不明,不明,不明,不明,震度１
1948年08月,日時分不明データ,不明,不明,不明,不明,震度１
1948年08月,日時分不明データ,不明,不明,不明,不明,震度１
1948年08月,日時分不明データ,不明,不明,不明,不明,震度１
1948年08月,日時分不明データ,不明,不明,不明,不明,震度２
1948年08月,日時分不明データ,不明,不明,不明,不明,震度２
1948/08/31,06:40:08.8,千葉県北西部,35°25.2′N,140°11.3′E,43 km,4.3,震度１
