地震の発生日時,震央地名,緯度,経度,深さ,Ｍ,最大震度
2025/04/26 00:00:26.6,長野県北部,36.663333333333334,138.24666666666667,9,-10.3,-
2025/04/26 00:06:04.6,山梨県東部・富士五湖,35.545,139.005,18,1,-
2025/04/26 00:06:19.6,宮崎県北部山沿い,32.635,131.28333333333333,12,0.2,-
2025/04/26 00:07:36.1,宮古島近海,24.833333333333332,125.30166666666666,40,1.2,-
2025/04/26 00:08:54.5,高知県東部,33.545,134.015,29,0.8,-
2025/04/26 00:09:35.3,根室地方北部,43.87,145.00166666666667,11,0.6,-
2025/04/26 00:11:13.3,福島県沖,37.336666666666666,141.74333333333334,40,1,-
2025/04/26 00:11:33.5,宮城県沖,38.401666666666664,141.89833333333334,36,1.9,-
2025/04/26 00:12:01.4,奄美大島近海,27.971666666666668,129.47833333333332,28,-1,-
2025/04/26 00:13:56.0,静岡県西部,35.02333333333333,137.75833333333333,19,0.4,-
2025/04/26 00:15:00.6,長野県南部,35.965,138.04333333333332,7,-10.4,-
2025/04/26 00:16:35.5,愛知県西部,34.873333333333335,137.04666666666665,14,0.9,-
2025/04/26 00:20:53.3,福島県沖,37.288333333333334,142.23333333333332,9,1.8,-
2025/04/26 00:22:50.4,京都府南部,35.335,135.60666666666665,7,0.1,-
2025/04/26 00:24:38.8,能登半島沖,37.61666666666667,137.26333333333332,10,2.2,-
2025/04/26 00:28:47.9,大隅半島東方沖,31.463333333333335,131.64333333333335,25,0.8,-
2025/04/26 00:35:36.6,胆振地方中東部,42.49333333333333,141.23666666666668,121,1.3,-
2025/04/26 00:37:17.7,大阪府南部,34.515,135.64333333333335,10,0.3,-
2025/04/26 00:39:48.4,熊本県熊本地方,32.42,130.6,12,0.3,-
2025/04/26 00:43:30.0,有明海,32.89833333333333,130.41,10,0.3,-
2025/04/26 00:44:01.5,天草灘,32.303333333333335,129.79166666666666,15,0.3,-
2025/04/26 00:44:04.5,福島県沖,37.836666666666666,141.62166666666667,49,2,-
2025/04/26 00:46:37.2,長野県北部,36.47833333333333,137.905,12,0,-
2025/04/26 00:54:10.5,長野県北部,36.49,137.89333333333335,11,0.1,-
2025/04/26 00:59:07.6,宮古島近海,25.16,124.89,0,1.8,-
2025/04/26 00:59:08.8,遠州灘,34.29333333333334,137.665,18,0.9,-
2025/04/26 00:59:10.8,三陸沖,39.44166666666667,144.79166666666666,17,1.7,-
2025/04/26 00:59:17.7,石川県西方沖,36.92666666666667,136.39333333333335,19,0.5,-
2025/04/26 00:59:41.1,宮古島近海,24.741666666666667,125.14,44,1,-
