地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
2004/02/04,20:57:41.3,新島・神津島近海,34°20.2′N,139°08.2′E,0 km,2.3,震度１
2004/02/04,20:31:24.5,茨城県南部,36°02.7′N,139°55.6′E,45 km,3.0,震度１
2004/02/04,18:36:10.1,神奈川県西部,35°15.0′N,139°01.2′E,4 km,2.6,震度１
2004/02/04,16:40:11.3,神奈川県西部,35°14.9′N,139°01.1′E,2 km,2.2,震度１
2004/02/04,16:38:00.2,神奈川県西部,35°15.0′N,139°01.2′E,2 km,3.0,震度２
2004/02/04,15:28:02.6,神奈川県西部,35°15.3′N,139°01.0′E,0 km,2.4,震度１
2004/02/04,15:08:26.5,岩手県沖,40°08.6′N,141°53.7′E,63 km,5.3,震度４
2004/02/04,12:24:01.8,台湾付近,23°27.5′N,122°07.9′E,77 km,5.7,震度１
2004/02/04,07:21:02.9,長野県南部,35°56.1′N,137°31.7′E,9 km,2.6,震度１
2004/02/04,04:10:51.4,茨城県南部,35°59.7′N,140°04.7′E,65 km,4.2,震度３
