地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
1996/12/31,19:11:43.4,茨城県南部,36°19.9′N,140°05.0′E,72 km,3.4,震度１
1996/12/27,22:52:44.8,五島列島近海,32°44.0′N,128°50.7′E,14 km,2.7,震度１
1996/12/27,17:22:33.6,茨城県沖,36°27.3′N,140°42.5′E,53 km,3.8,震度２
1996/12/27,02:01:05.1,沖縄本島近海,24°45.0′N,127°46.3′E,67 km,5.3,震度１
1996/12/27,00:41:29.9,和歌山県北部,34°14.3′N,135°43.4′E,64 km,4.0,震度３
1996/12/26,17:32:56.6,周防灘,33°48.8′N,131°10.5′E,12 km,3.5,震度２
1996/12/26,07:29:40.3,静岡県西部,35°08.3′N,137°50.5′E,44 km,3.5,震度１
1996/12/24,23:08:12.8,宮古島近海,24°58.1′N,126°17.0′E,94 km,5.1,震度１
1996/12/24,09:20:56.6,沖縄本島近海,26°15.4′N,127°08.5′E,54 km,3.3,震度１
1996/12/24,08:17:04.5,五島列島近海,32°44.4′N,128°50.6′E,15 km,3.3,震度１
1996/12/24,03:53:54.4,兵庫県南東部,34°40.3′N,135°07.0′E,11 km,2.1,震度１
1996/12/24,03:05:39.9,福島県会津,37°02.1′N,139°22.7′E,11 km,3.4,震度１
1996/12/22,23:53:29.2,北海道南西沖,43°06.7′N,139°06.6′E,254 km,6.4,震度２
1996/12/22,15:33:27.5,茨城県南部,36°07.4′N,139°51.9′E,51 km,3.1,震度１
1996/12/22,14:23:02.4,紀伊水道,34°12.8′N,135°07.1′E,11 km,2.7,震度１
1996/12/22,10:09:09.9,釧路地方中南部,43°05.8′N,144°47.3′E,70 km,4.1,震度２
1996/12/21,16:14:43.8,愛知県西部,35°01.4′N,137°21.0′E,45 km,3.1,震度１
1996/12/21,15:23:28.3,茨城県南部,36°06.0′N,139°51.5′E,52 km,3.8,震度２
1996/12/21,10:28:47.7,茨城県南部,36°05.7′N,139°51.6′E,53 km,5.6,震度５弱
1996/12/21,09:33:14.6,奄美大島近海,28°08.2′N,130°14.8′E,48 km,4.2,震度２
1996/12/20,12:23:59.2,静岡県伊豆地方,35°02.0′N,139°05.7′E,2 km,2.0,震度１
1996/12/20,08:16:21.6,伊豆半島東方沖,34°51.9′N,139°09.4′E,0 km,3.6,震度１
1996/12/19,15:53:05.5,宮城県北部,38°52.0′N,140°36.6′E,10 km,3.3,震度１
1996/12/18,10:48,詳細不明,34°46.0′N,139°23.0′E,0 km,不明,震度１
1996/12/18,02:05:03.6,伊豆半島東方沖,34°52.1′N,139°09.6′E,0 km,2.7,震度１
1996/12/18,01:05:12.3,伊豆半島東方沖,34°52.0′N,139°09.9′E,0 km,3.4,震度２
1996/12/17,21:52:16.4,伊豆半島東方沖,34°51.4′N,139°10.6′E,0 km,3.6,震度１
1996/12/17,21:25:14.9,伊豆半島東方沖,34°51.7′N,139°10.4′E,0 km,3.1,震度２
1996/12/17,17:43:43.4,伊豆半島東方沖,34°51.7′N,139°10.8′E,1 km,4.1,震度２
1996/12/17,17:29:42.4,伊豆半島東方沖,34°51.5′N,139°10.1′E,0 km,2.9,震度１
1996/12/17,16:05:50.5,伊豆半島東方沖,34°51.8′N,139°10.3′E,0 km,3.4,震度１
1996/12/17,08:40:25.7,周防灘,33°49.0′N,131°10.4′E,10 km,3.0,震度１
1996/12/16,21:33:07.5,宮古島北西沖,25°19.0′N,124°15.4′E,125 km,4.6,震度２
1996/12/16,04:51:43.1,京都府北部,35°31.7′N,135°08.9′E,9 km,3.6,震度２
1996/12/16,01:52:44.7,周防灘,33°49.3′N,131°10.6′E,5 km,4.1,震度２
1996/12/16,01:28:42.8,周防灘,33°49.3′N,131°10.9′E,8 km,4.3,震度２
1996/12/15,05:00:48.3,種子島近海,30°32.1′N,130°54.1′E,14 km,4.3,震度１
1996/12/14,19:39:49.5,宮城県北部,38°49.1′N,140°38.4′E,9 km,2.2,震度１
1996/12/14,19:20:59.2,宮城県北部,38°48.7′N,140°38.2′E,10 km,2.6,震度１
1996/12/14,19:12:25.4,宮城県北部,38°49.0′N,140°38.2′E,10 km,2.5,震度１
1996/12/12,16:44:35.4,日向灘,31°42.7′N,131°56.9′E,36 km,4.7,震度１
1996/12/12,16:20:34.4,日向灘,31°41.9′N,131°56.1′E,40 km,5.1,震度２
1996/12/11,08:30:41.9,紀伊水道,34°12.3′N,135°06.2′E,9 km,3.6,震度２
1996/12/11,05:52:44.1,紀伊水道,34°12.3′N,135°06.3′E,9 km,2.3,震度１
1996/12/11,05:09:18.5,種子島近海,30°31.1′N,130°55.6′E,17 km,4.2,震度２
1996/12/10,19:32:39.9,福岡県筑豊地方,33°44.4′N,130°47.5′E,11 km,3.2,震度２
1996/12/10,16:01:59.6,福岡県筑豊地方,33°44.3′N,130°47.4′E,11 km,3.6,震度２
1996/12/10,13:18:20.3,新島・神津島近海,34°26.3′N,139°15.5′E,4 km,1.9,震度１
1996/12/09,20:17:31.5,釧路地方中南部,42°59.0′N,144°04.4′E,96 km,3.8,震度１
1996/12/09,10:48:52.9,熊本県熊本地方,32°45.8′N,130°39.4′E,14 km,2.4,震度１
1996/12/07,08:06:28.1,八丈島東方沖,33°23.7′N,140°31.4′E,49 km,4.7,震度３
1996/12/07,03:25:46.4,大隅半島東方沖,31°10.1′N,131°22.1′E,41 km,4.1,震度２
1996/12/07,02:35:43.9,奄美大島近海,28°21.5′N,129°22.1′E,32 km,2.8,震度１
1996/12/06,08:36:38.6,和歌山県北部,34°14.6′N,135°26.1′E,9 km,2.5,震度１
1996/12/05,22:33:34.9,茨城県沖,36°40.9′N,141°02.0′E,44 km,3.9,震度２
1996/12/05,05:59:02.4,浦河沖,42°02.1′N,142°32.7′E,62 km,3.7,震度１
1996/12/05,05:47:32.3,若狭湾,35°47.6′N,135°58.7′E,13 km,3.0,震度１
1996/12/05,03:01:38.0,新島・神津島近海,34°25.2′N,139°16.5′E,6 km,2.6,震度１
1996/12/04,08:22:30.1,新島・神津島近海,34°21.5′N,139°18.8′E,6 km,3.9,震度３
1996/12/04,05:27,詳細不明,34°11.0′N,139°08.0′E,0 km,不明,震度１
1996/12/04,00:49:13.9,福島県会津,37°26.4′N,139°38.0′E,146 km,5.5,震度３
1996/12/03,14:10:55.2,日向灘,31°48.0′N,131°51.3′E,39 km,3.8,震度１
