地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
1948年12月,日時分不明データ,不明,不明,不明,不明,震度１
1948年12月,日時分不明データ,不明,不明,不明,不明,震度１
1948年12月,日時分不明データ,不明,不明,不明,不明,震度１
1948年12月,日時分不明データ,不明,不明,不明,不明,震度１
1948年12月,日時分不明データ,不明,不明,不明,不明,震度１
1948年12月,日時分不明データ,不明,不明,不明,不明,震度１
1948年12月,日時分不明データ,不明,不明,不明,不明,震度２
1948/12/31,23:46:11.1,茨城県沖,36°15.9′N,141°06.2′E,29 km,不明,震度２
1948/12/31,20:18:11.9,十勝地方南部,42°26.8′N,142°56.6′E,0 km,4.5,震度１
1948/12/31,14:32:02.6,神奈川県東部,35°24.3′N,139°27.8′E,138 km,不明,震度１
1948/12/31,09:09,詳細不明,28°23.0′N,129°30.0′E,0 km,不明,震度１
