地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
1962年08月,日時分不明データ,不明,不明,不明,不明,震度１
1962年08月,日時分不明データ,不明,不明,不明,不明,震度１
1962年08月,日時分不明データ,不明,不明,不明,不明,震度１
1962年08月,日時分不明データ,不明,不明,不明,不明,震度１
1962年08月,日時分不明データ,不明,不明,不明,不明,震度１
1962年08月,日時分不明データ,不明,不明,不明,不明,震度１
1962年08月,日時分不明データ,不明,不明,不明,不明,震度１
1962年08月,日時分不明データ,不明,不明,不明,不明,震度１
1962年08月,日時分不明データ,不明,不明,不明,不明,震度１
1962年08月,日時分不明データ,不明,不明,不明,不明,震度１
1962年08月,日時分不明データ,不明,不明,不明,不明,震度１
1962年08月,日時分不明データ,不明,不明,不明,不明,震度１
1962年08月,日時分不明データ,不明,不明,不明,不明,震度１
1962年08月,日時分不明データ,不明,不明,不明,不明,震度１
1962年08月,日時分不明データ,不明,不明,不明,不明,震度１
1962年08月,日時分不明データ,不明,不明,不明,不明,震度１
1962年08月,日時分不明データ,不明,不明,不明,不明,震度１
1962年08月,日時分不明データ,不明,不明,不明,不明,震度１
1962年08月,日時分不明データ,不明,不明,不明,不明,震度１
1962年08月,日時分不明データ,不明,不明,不明,不明,震度１
1962年08月,日時分不明データ,不明,不明,不明,不明,震度１
1962年08月,日時分不明データ,不明,不明,不明,不明,震度１
1962年08月,日時分不明データ,不明,不明,不明,不明,震度１
1962年08月,日時分不明データ,不明,不明,不明,不明,震度１
1962年08月,日時分不明データ,不明,不明,不明,不明,震度１
1962年08月,日時分不明データ,不明,不明,不明,不明,震度１
1962年08月,日時分不明データ,不明,不明,不明,不明,震度１
1962年08月,日時分不明データ,不明,不明,不明,不明,震度１
1962年08月,日時分不明データ,不明,不明,不明,不明,震度１
1962年08月,日時分不明データ,不明,不明,不明,不明,震度１
1962年08月,日時分不明データ,不明,不明,不明,不明,震度１
1962年08月,日時分不明データ,不明,不明,不明,不明,震度１
1962年08月,日時分不明データ,不明,不明,不明,不明,震度１
1962年08月,日時分不明データ,不明,不明,不明,不明,震度１
1962年08月,日時分不明データ,不明,不明,不明,不明,震度１
1962年08月,日時分不明データ,不明,不明,不明,不明,震度１
1962年08月,日時分不明データ,不明,不明,不明,不明,震度１
1962年08月,日時分不明データ,不明,不明,不明,不明,震度１
1962年08月,日時分不明データ,不明,不明,不明,不明,震度１
1962年08月,日時分不明データ,不明,不明,不明,不明,震度１
1962年08月,日時分不明データ,不明,不明,不明,不明,震度１
1962年08月,日時分不明データ,不明,不明,不明,不明,震度１
1962年08月,日時分不明データ,不明,不明,不明,不明,震度１
