地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
1939年07月,日時分不明データ,34°14.0′N,132°33.0′E,0 km,不明,不明
1939/07/31,20:35:03.0,青森県東方沖,40°30.3′N,142°10.8′E,0 km,不明,震度１
