地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
2025/01/25,00:04:17.5,福島県会津,36°58.0′N,139°23.0′E,4 km,0.4,---
2025/01/25,00:05:30.1,茨城県北部,36°46.0′N,140°34.0′E,8 km,0.1,---
2025/01/25,00:11:56.9,三陸沖,38°4.0′N,144°4.0′E,30 km,1.5,---
2025/01/25,00:14:01.1,岐阜県飛騨地方,35°59.0′N,137°33.0′E,4 km,-10.1,---
2025/01/25,00:14:13.6,茨城県南部,35°59.0′N,140°17.0′E,44 km,0.4,---
2025/01/25,00:15:08.9,福島県会津,36°59.0′N,139°23.0′E,4 km,0.1,---
2025/01/25,00:20:36.0,日向灘,31°54.0′N,131°58.0′E,23 km,1.4,---
2025/01/25,00:22:20.0,福島県会津,36°58.0′N,139°22.0′E,3 km,0.2,---
2025/01/25,00:22:48.5,石川県西方沖,36°55.0′N,136°23.0′E,13 km,1,---
2025/01/25,00:23:43.8,福島県沖,37°22.0′N,141°56.0′E,40 km,1,---
2025/01/25,00:24:59.3,石垣島近海,24°25.0′N,124°1.0′E,0 km,0.4,---
2025/01/25,00:25:01.9,石垣島近海,24°48.0′N,123°27.0′E,26 km,1,---
2025/01/25,00:25:34.2,福島県会津,36°58.0′N,139°23.0′E,4 km,0.3,---
2025/01/25,00:28:07.1,福島県会津,36°58.0′N,139°23.0′E,3 km,0.6,---
2025/01/25,00:33:25.0,鹿児島県薩摩地方,31°50.0′N,130°43.0′E,0 km,1.3,---
2025/01/25,00:34:25.6,鹿児島県大隅地方,31°15.0′N,130°57.0′E,57 km,0.7,---
2025/01/25,00:34:58.6,福島県会津,36°58.0′N,139°23.0′E,4 km,0.3,---
2025/01/25,00:39:24.2,三重県南東沖,33°9.0′N,137°9.0′E,38 km,1.6,---
2025/01/25,00:41:03.8,三陸沖,38°0.0′N,143°60.0′E,24 km,2.1,---
2025/01/25,00:42:34.5,福島県会津,36°58.0′N,139°22.0′E,3 km,1,---
2025/01/25,00:44:13.6,石川県能登地方,37°15.0′N,136°51.0′E,14 km,0.6,---
2025/01/25,00:45:39.1,四国沖,33°22.0′N,134°24.0′E,28 km,1.1,---
2025/01/25,00:46:07.3,渡島地方東部,41°52.0′N,140°57.0′E,0 km,-10.7,---
2025/01/25,00:47:14.6,陸奥湾,41°2.0′N,141°4.0′E,10 km,0.6,---
2025/01/25,00:50:00.5,千葉県東方沖,35°32.0′N,140°58.0′E,33 km,2.7,---
2025/01/25,00:51:41.5,西表島付近,24°1.0′N,123°43.0′E,19 km,2.4,---
2025/01/25,00:53:05.4,福島県会津,36°58.0′N,139°22.0′E,4 km,0.5,---
2025/01/25,00:57:11.9,千葉県南東沖,34°54.0′N,140°43.0′E,55 km,1,---
2025/01/25,00:58:02.2,十勝地方北部,43°33.0′N,143°32.0′E,140 km,1.7,---
2025/01/25,00:59:07.7,三重県南東沖,34°12.0′N,136°39.0′E,17 km,0.8,---
2025/01/25,01:00:37.4,福島県会津,36°58.0′N,139°23.0′E,4 km,1.5,---
2025/01/25,01:00:53.6,能登半島沖,37°33.0′N,137°17.0′E,7 km,0.9,---
2025/01/25,01:01:21.1,十勝地方北部,43°24.0′N,144°0.0′E,25 km,0.3,---
2025/01/25,01:03:21.9,福島県会津,36°58.0′N,139°23.0′E,3 km,0.2,---
2025/01/25,01:03:41.6,茨城県沖,36°16.0′N,141°37.0′E,26 km,3,---
2025/01/25,01:05:37.7,福島県会津,36°58.0′N,139°23.0′E,3 km,0.5,---
2025/01/25,01:07:03.3,福島県会津,36°59.0′N,139°23.0′E,4 km,0.5,---
2025/01/25,01:10:37.0,福島県会津,36°58.0′N,139°23.0′E,2 km,0.1,---
2025/01/25,01:10:55.9,福島県会津,36°58.0′N,139°22.0′E,3 km,0.3,---
2025/01/25,01:13:01.5,岐阜県美濃中西部,35°28.0′N,136°46.0′E,8 km,0.6,---
2025/01/25,01:16:58.1,鹿児島湾,31°20.0′N,130°36.0′E,13 km,0.3,---
2025/01/25,01:17:28.2,宮城県沖,38°39.0′N,142°3.0′E,43 km,0.6,---
2025/01/25,01:19:54.7,遠州灘,34°40.0′N,137°59.0′E,15 km,1.1,---
2025/01/25,01:20:34.9,石川県能登地方,37°17.0′N,136°47.0′E,12 km,0.7,---
2025/01/25,01:21:06.1,山口県中部,34°13.0′N,131°47.0′E,9 km,0.1,---
2025/01/25,01:23:33.8,福島県会津,36°58.0′N,139°22.0′E,3 km,0.4,---
2025/01/25,01:24:17.3,岩手県内陸南部,39°4.0′N,140°52.0′E,7 km,-10.2,---
2025/01/25,01:25:07.9,遠州灘,34°39.0′N,137°59.0′E,16 km,0.7,---
2025/01/25,01:28:13.1,福島県会津,36°58.0′N,139°22.0′E,4 km,0.2,---
2025/01/25,01:28:45.9,千葉県南東沖,34°38.0′N,140°39.0′E,43 km,1,---
2025/01/25,01:34:30.8,奄美大島近海,28°1.0′N,129°22.0′E,37 km,2.2,---
2025/01/25,01:37:17.6,長野県北部,36°49.0′N,138°36.0′E,0 km,0.4,---
2025/01/25,01:37:49.9,和歌山県南部,33°43.0′N,135°29.0′E,12 km,-10.2,---
2025/01/25,01:38:10.8,栃木県北部,37°8.0′N,139°56.0′E,3 km,0.2,---
2025/01/25,01:38:23.9,栃木県北部,37°8.0′N,139°57.0′E,3 km,0.4,---
2025/01/25,01:38:44.2,奄美大島近海,28°20.0′N,129°17.0′E,15 km,1.5,---
2025/01/25,01:38:58.1,奄美大島近海,28°1.0′N,129°22.0′E,36 km,2.3,---
2025/01/25,01:40:42.0,宮城県沖,38°1.0′N,141°41.0′E,58 km,0.9,---
2025/01/25,01:41:02.5,石川県西方沖,37°3.0′N,136°24.0′E,8 km,1.1,---
2025/01/25,01:43:28.9,千葉県東方沖,35°23.0′N,140°59.0′E,21 km,1.4,---
2025/01/25,01:43:55.6,島根県西部,34°40.0′N,132°2.0′E,9 km,0.6,---
2025/01/25,01:44:41.3,能登半島沖,37°33.0′N,137°16.0′E,12 km,0.7,---
2025/01/25,01:44:49.0,茨城県沖,36°12.0′N,140°49.0′E,44 km,0.9,---
2025/01/25,01:46:36.2,福島県沖,37°50.0′N,141°37.0′E,49 km,1.3,---
2025/01/25,01:48:06.2,福島県会津,36°58.0′N,139°23.0′E,4 km,0.3,---
2025/01/25,01:48:48.8,福島県会津,36°58.0′N,139°23.0′E,2 km,0.1,---
2025/01/25,01:48:50.1,茨城県沖,36°11.0′N,140°60.0′E,44 km,1.4,---
2025/01/25,01:52:01.8,茨城県沖,36°11.0′N,140°48.0′E,44 km,0.8,---
2025/01/25,01:52:35.9,福島県会津,36°58.0′N,139°21.0′E,6 km,0.3,---
2025/01/25,01:52:57.2,岩手県沖,39°57.0′N,142°1.0′E,8 km,0.1,---
2025/01/25,01:53:06.1,京都府南部,34°56.0′N,135°41.0′E,9 km,1.3,---
2025/01/25,01:55:46.7,福島県会津,36°58.0′N,139°23.0′E,4 km,0.2,---
2025/01/25,02:04:15.4,福島県会津,36°59.0′N,139°23.0′E,5 km,0.5,---
2025/01/25,02:05:39.0,福島県会津,36°58.0′N,139°22.0′E,3 km,0.5,---
2025/01/25,02:07:37.0,日高地方西部,42°47.0′N,142°38.0′E,15 km,0.3,---
2025/01/25,02:09:00.8,岩手県内陸南部,39°4.0′N,140°52.0′E,9 km,0.4,---
2025/01/25,02:14:16.8,宮城県沖,38°19.0′N,142°9.0′E,39 km,2.4,---
2025/01/25,02:14:43.8,福島県会津,36°58.0′N,139°23.0′E,3 km,0.1,---
2025/01/25,02:16:40.7,石川県西方沖,36°59.0′N,136°23.0′E,14 km,1,---
2025/01/25,02:18:58.4,新潟県上中越沖,37°41.0′N,137°35.0′E,16 km,1.5,---
2025/01/25,02:21:21.3,和歌山県北部,34°4.0′N,135°19.0′E,6 km,-10.2,---
2025/01/25,02:21:24.5,宮城県沖,37°56.0′N,142°26.0′E,25 km,1.5,---
2025/01/25,02:25:19.7,岩手県内陸北部,39°54.0′N,141°4.0′E,36 km,0.2,---
2025/01/25,02:26:16.7,台湾付近,23°17.0′N,121°48.0′E,36 km,3.6,---
2025/01/25,02:27:37.2,福島県会津,36°58.0′N,139°23.0′E,4 km,0.9,---
