地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
1948年11月,日時分不明データ,不明,不明,不明,不明,震度１
1948年11月,日時分不明データ,不明,不明,不明,不明,震度１
1948/11/30,21:07,詳細不明,34°14.0′N,135°10.0′E,0 km,不明,震度１
1948/11/30,19:59,詳細不明,36°23.0′N,140°28.0′E,0 km,不明,震度１
1948/11/30,05:58:09.3,香川県東部,34°11.2′N,134°07.3′E,0 km,4.1,震度１
