地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
1997/12/31,23:10:09.5,鹿児島県薩摩地方,31°48.8′N,130°17.6′E,6 km,2.6,震度２
1997/12/31,16:21:24.4,長野県北部,36°54.8′N,138°19.8′E,19 km,3.5,震度１
1997/12/31,10:16:45.1,北海道東方沖,43°16.6′N,146°46.1′E,60 km,4.4,震度１
1997/12/30,18:15:38.4,鹿児島県薩摩地方,31°57.9′N,130°31.2′E,7 km,3.0,震度１
1997/12/30,12:55:12.6,神奈川県西部,35°30.6′N,139°09.9′E,20 km,3.4,震度１
1997/12/30,11:43:01.4,伊豆大島近海,34°44.2′N,139°17.5′E,0 km,1.8,震度１
1997/12/30,01:11:47.7,千葉県北東部,35°46.1′N,140°41.0′E,48 km,3.8,震度１
1997/12/28,19:15:17.8,鹿児島県薩摩地方,31°50.4′N,130°18.0′E,7 km,2.3,震度１
1997/12/28,10:42:34.0,新潟県中越地方,37°14.5′N,138°54.4′E,8 km,1.7,震度１
1997/12/27,19:32:19.5,鹿児島県薩摩地方,31°50.3′N,130°17.4′E,7 km,2.3,震度１
1997/12/27,10:08:14.6,紀伊水道,34°09.1′N,135°03.4′E,12 km,3.6,震度２
1997/12/26,22:12:09.9,鹿児島県薩摩地方,31°50.0′N,130°17.3′E,7 km,2.7,震度２
1997/12/26,19:12:21.2,鳥取県西部,35°14.2′N,133°23.2′E,11 km,3.4,震度１
1997/12/26,13:26:22.5,豊後水道,33°11.0′N,132°13.5′E,44 km,3.6,震度１
1997/12/25,18:58:10.1,鹿児島県薩摩地方,31°50.3′N,130°17.4′E,7 km,3.2,震度３
1997/12/25,05:35:37.6,兵庫県南東部,34°41.1′N,135°01.4′E,13 km,2.7,震度１
1997/12/25,03:39:07.3,北海道南西沖,42°46.7′N,139°31.0′E,24 km,3.6,震度１
1997/12/25,01:35:48.9,鹿児島県薩摩地方,31°50.2′N,130°17.3′E,7 km,2.1,震度１
1997/12/25,00:17:14.9,鹿児島県薩摩地方,31°50.3′N,130°17.5′E,7 km,3.9,震度３
1997/12/24,21:31:01.2,千葉県南東沖,34°46.8′N,140°06.6′E,62 km,3.2,震度１
1997/12/23,20:08:01.0,青森県西方沖,40°57.4′N,139°19.7′E,35 km,4.1,震度２
1997/12/23,15:18:15.8,茨城県沖,36°13.7′N,140°57.2′E,44 km,4.3,震度２
1997/12/23,04:08:04.6,十勝地方中部,42°59.4′N,143°28.8′E,114 km,5.2,震度３
1997/12/23,01:31:59.9,岩手県沖,40°10.7′N,142°27.7′E,37 km,5.2,震度３
1997/12/22,19:31:46.2,岩手県沖,40°19.2′N,142°09.0′E,48 km,3.9,震度１
1997/12/22,06:03:37.0,根室半島南東沖,43°08.4′N,146°26.6′E,51 km,5.1,震度２
