地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
2024/11/30,00:02:14.5,石川県西方沖,36°56.0′N,136°24.0′E,11 km,2.1,---
2024/11/30,00:02:57.4,石川県西方沖,36°57.0′N,136°24.0′E,12 km,2,---
2024/11/30,00:04:37.6,石川県西方沖,37°2.0′N,136°26.0′E,7 km,1.5,---
2024/11/30,00:05:39.1,石川県西方沖,36°58.0′N,136°26.0′E,12 km,3.1,---
2024/11/30,00:05:59.5,岩手県沖,39°1.0′N,142°21.0′E,29 km,1.3,---
2024/11/30,00:06:46.4,石川県西方沖,37°4.0′N,136°26.0′E,11 km,1.6,---
2024/11/30,00:10:16.4,台湾付近,23°48.0′N,121°60.0′E,48 km,2.7,---
2024/11/30,00:11:56.3,石川県能登地方,37°32.0′N,137°18.0′E,13 km,0.8,---
2024/11/30,00:12:59.9,石川県能登地方,37°30.0′N,137°14.0′E,14 km,1.9,---
2024/11/30,00:13:31.0,天草灘,32°9.0′N,130°5.0′E,9 km,0.8,---
2024/11/30,00:13:46.7,津軽海峡,41°34.0′N,140°50.0′E,12 km,0.6,---
2024/11/30,00:23:00.3,京都府南部,34°57.0′N,135°49.0′E,12 km,0.7,---
2024/11/30,00:26:42.1,豊後水道,33°6.0′N,132°26.0′E,33 km,0.8,---
2024/11/30,00:27:38.3,日高地方東部,42°14.0′N,142°41.0′E,14 km,0.9,---
2024/11/30,00:27:58.0,石川県能登地方,37°12.0′N,136°43.0′E,6 km,1.3,---
2024/11/30,00:30:32.8,石川県西方沖,37°4.0′N,136°25.0′E,9 km,2.4,---
2024/11/30,00:31:18.8,静岡県西部,34°55.0′N,138°3.0′E,15 km,0.4,---
2024/11/30,00:34:42.7,石川県西方沖,36°57.0′N,136°26.0′E,10 km,1.3,---
2024/11/30,00:35:48.4,京都府南部,35°6.0′N,135°36.0′E,12 km,0.8,---
2024/11/30,00:38:12.4,福島県沖,37°31.0′N,141°60.0′E,43 km,0.7,---
2024/11/30,00:40:24.5,岩手県沖,40°8.0′N,142°27.0′E,38 km,2.2,---
2024/11/30,00:40:49.3,福島県沖,37°49.0′N,141°36.0′E,48 km,1,---
2024/11/30,00:41:29.8,宮城県沖,37°51.0′N,142°22.0′E,26 km,1.7,---
2024/11/30,00:44:31.6,石川県西方沖,36°57.0′N,136°26.0′E,13 km,3.5,---
2024/11/30,00:48:26.9,三陸沖,40°49.0′N,145°11.0′E,31 km,1.4,---
2024/11/30,00:48:29.0,宮城県沖,38°19.0′N,142°6.0′E,33 km,1.3,---
2024/11/30,00:55:12.6,静岡県西部,34°52.0′N,137°57.0′E,18 km,0.4,---
2024/11/30,00:57:15.5,石川県西方沖,36°58.0′N,136°26.0′E,11 km,1.6,---
2024/11/30,00:58:24.9,釧路地方北部,43°34.0′N,144°24.0′E,0 km,0.2,---
2024/11/30,01:01:28.1,岩手県沿岸南部,39°2.0′N,141°50.0′E,55 km,1.4,---
2024/11/30,01:06:46.7,茨城県沖,36°10.0′N,140°54.0′E,43 km,0.6,---
2024/11/30,01:08:26.2,石川県西方沖,36°60.0′N,136°26.0′E,9 km,1.8,---
2024/11/30,01:12:22.5,福島県沖,37°50.0′N,141°37.0′E,49 km,1.6,---
2024/11/30,01:17:24.0,石川県西方沖,37°4.0′N,136°26.0′E,11 km,1.7,---
2024/11/30,01:18:48.8,長崎県南西部,32°55.0′N,129°51.0′E,13 km,0.7,---
2024/11/30,01:24:54.9,石川県西方沖,36°57.0′N,136°23.0′E,9 km,1.5,---
2024/11/30,01:25:07.5,石川県西方沖,36°56.0′N,136°24.0′E,20 km,1.5,---
2024/11/30,01:26:24.2,石川県西方沖,37°4.0′N,136°25.0′E,9 km,2.8,---
2024/11/30,01:28:01.0,岐阜県飛騨地方,36°13.0′N,137°30.0′E,4 km,0.6,---
2024/11/30,01:29:16.6,石川県西方沖,37°4.0′N,136°26.0′E,11 km,1.9,---
2024/11/30,01:31:30.6,石川県西方沖,37°1.0′N,136°26.0′E,10 km,1.6,---
2024/11/30,01:33:22.3,宮城県沖,38°2.0′N,142°14.0′E,36 km,1.6,---
2024/11/30,01:37:54.0,石川県西方沖,37°3.0′N,136°26.0′E,13 km,1.2,---
2024/11/30,01:40:03.6,石川県能登地方,37°15.0′N,136°45.0′E,7 km,1,---
2024/11/30,01:40:53.0,石川県能登地方,37°15.0′N,136°50.0′E,11 km,0.8,---
2024/11/30,01:42:01.9,福島県沖,37°24.0′N,141°31.0′E,21 km,1.2,---
2024/11/30,01:42:59.6,福島県沖,37°45.0′N,142°8.0′E,32 km,1.3,---
2024/11/30,01:47:38.4,栃木県南部,36°16.0′N,139°46.0′E,58 km,0.3,---
2024/11/30,01:48:50.7,福島県沖,37°52.0′N,141°36.0′E,49 km,1.6,---
2024/11/30,01:51:29.9,宮城県沖,38°23.0′N,142°9.0′E,29 km,1.8,---
2024/11/30,01:51:57.2,石川県西方沖,36°59.0′N,136°25.0′E,11 km,1.9,---
2024/11/30,01:52:41.5,熊本県阿蘇地方,33°2.0′N,131°9.0′E,7 km,0.8,---
2024/11/30,01:57:19.5,山梨県東部・富士五湖,35°41.0′N,139°5.0′E,121 km,1.5,---
