地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
1936/12/31,12:14,詳細不明,42°59.0′N,144°24.0′E,0 km,不明,震度１
1936/12/29,17:28:19.8,茨城県沖,36°46.0′N,141°06.9′E,18 km,4.7,震度２
1936/12/29,02:19:56.1,新島・神津島近海,34°21.0′N,139°09.0′E,7 km,5.5,震度２
1936/12/28,23:01:20.2,北海道東方沖,43°25.0′N,147°46.7′E,74 km,5.5,震度２
1936/12/28,08:22:05.8,新潟県中越地方,37°12.3′N,138°35.8′E,4 km,3.6,震度１
1936/12/27,12:11,詳細不明,43°20.0′N,145°35.0′E,0 km,不明,震度１
1936/12/27,11:31:41.0,伊豆大島近海,34°33.2′N,139°11.4′E,0 km,4.6,震度１
1936/12/27,11:12:19.6,新島・神津島近海,34°15.0′N,139°19.9′E,10 km,5.6,震度２
1936/12/27,10:36:04.0,新島・神津島近海,34°19.3′N,139°12.2′E,11 km,5.0,震度１
1936/12/27,09:16,詳細不明,34°58.0′N,139°07.0′E,0 km,不明,震度２
1936/12/27,09:14:41.0,新島・神津島近海,34°17.0′N,139°17.4′E,20 km,6.3,震度４
1936/12/27,09:12:09.3,新島・神津島近海,34°27.0′N,139°12.6′E,10 km,4.7,震度１
1936/12/27,03:34:09.1,茨城県沖,36°37.8′N,141°06.5′E,59 km,5.1,震度２
1936/12/27,02:46,詳細不明,40°31.0′N,141°32.0′E,0 km,不明,震度１
1936/12/26,09:04:45.9,和歌山県北部,34°10.2′N,135°11.7′E,4 km,3.1,震度３
1936/12/26,07:30,詳細不明,34°14.0′N,135°10.0′E,0 km,不明,震度１
1936/12/26,04:52:51.1,紀伊水道,34°09.5′N,134°57.4′E,1 km,2.6,震度１
1936/12/26,04:21:25.0,京都府南部,35°00.9′N,135°29.1′E,11 km,3.6,震度１
1936/12/25,23:00,詳細不明,34°14.0′N,135°10.0′E,0 km,不明,震度１
1936/12/25,09:15:57.9,茨城県北部,36°19.3′N,140°23.6′E,76 km,3.4,震度１
1936/12/25,08:06,詳細不明,40°31.0′N,141°32.0′E,0 km,不明,震度１
1936/12/24,23:40:26.6,播磨灘,34°36.5′N,134°54.2′E,8 km,不明,震度１
1936/12/24,22:54,詳細不明,34°41.0′N,135°11.0′E,0 km,不明,震度１
1936/12/24,22:49:20.9,淡路島付近,34°34.0′N,135°01.2′E,18 km,4.4,震度３
1936/12/24,07:55:40.8,福島県沖,36°54.5′N,141°10.7′E,43 km,5.5,震度３
1936/12/22,06:48,詳細不明,34°14.0′N,135°10.0′E,0 km,不明,震度１
1936/12/22,00:07,詳細不明,42°10.0′N,142°47.0′E,0 km,不明,震度１
1936/12/20,22:28,詳細不明,28°23.0′N,129°30.0′E,0 km,不明,震度１
1936/12/20,19:26,詳細不明,28°23.0′N,129°30.0′E,0 km,不明,震度１
1936/12/20,17:26,詳細不明,38°25.0′N,141°18.0′E,0 km,不明,震度１
1936/12/19,10:48,詳細不明,39°39.0′N,141°58.0′E,0 km,不明,震度１
